month_start,Authentication friction,Build/CI/installation/distribution release issues,Configuration friction,Integration failure/issues,Missing feature / enhancement request,Notification/Logging /Web UI Issues,Performance issue,Security concerns,Tedious Workflows,Unexpected behavior,User confusion / unclear documentation/documentation improvements
2023-04-01,39.12933592195945,58.29783594934237,54.15838798165756,39.579557018815706,51.38409651155281,59.479881066905,23.79366553584701,19.718028172671605,7.291919499466739,32.69495898552966,53.672017157980626
2023-05-01,38.30691103980913,56.78373803261945,52.92210081266281,38.68203662838421,50.069401984731925,58.02778348171298,23.235641364191512,19.305370500446717,7.172195624846249,31.976528800542177,52.34365531085557
2023-06-01,37.50177197840792,55.308963916927794,51.714034682387634,37.80486873585603,48.78834474680378,56.611136327138816,22.690704330189636,18.901348902425347,7.054437461195992,31.273885206109195,51.04816991016075
2023-07-01,36.71355542238757,53.87249229359873,50.53354538207023,36.94759182060691,47.540064166510746,55.22907414273144,22.158547505968603,18.505782643381483,6.938612734087569,30.586681311960056,49.78474727645167
2023-08-01,35.94190569258391,52.47332837915622,49.38000340846448,36.109754827621614,46.32372163238886,53.88075259674782,21.638871161923248,18.118494770504757,6.824689698996907,29.914577850297036,48.55259386853807
2023-09-01,35.1864745855384,51.11050322641067,48.25279362815349,35.290916930172024,45.13849998937752,52.565347970332056,21.131382597897655,17.739312034242225,6.712637132603902,29.257243008301263,47.35093578507001
2023-10-01,34.4469212163728,49.78307305344485,47.15131494952587,34.49064729787685,43.98360298984386,51.28205665428791,20.635795978326087,17.368064810796895,6.602424324234928,28.614352264318967,46.179018278459154
2023-11-01,33.7229118649665,48.49011859002732,46.07498000223993,33.708524870020725,42.85825475865311,50.03009465813647,20.15183217124018,17.004587026248046,6.494021067445852,27.98558822764744,45.036105280830654
2023-12-01,33.0141198253667,47.23074444100051,45.02321482400473,32.94413813401384,41.761699271925245,48.80869713115937,19.679218591051995,16.64871608225973,6.387397651743228,27.37064048184139,43.92147894170735
2024-01-01,32.32022525836393,46.004078466202905,43.995458554511195,32.19708490887509,40.693199849128234,47.61711789513497,19.217689045024095,16.30029278334386,6.282524854441442,26.769205431462584,42.83443917713617
2024-02-01,31.64091504716597,44.80927117649559,42.99116313634988,31.46697213362517,39.65203865816616,46.45462898848174,18.76698358334036,15.959161265645694,6.1793739326535295,26.18098615219676,41.774303229973505
2024-03-01,30.975882656105373,43.64549514547519,42.00979302275582,30.75341566047813,38.63751623313023,45.32052022153098,18.326848352693016,15.625168927219562,6.077916615413503,25.605692244264283,40.74040524105324
2024-04-01,30.324827992316585,42.51194443646554,41.05082489202512,30.056040052722505,37.64895100438813,44.21409874265634,17.89703545330348,15.298166359763888,5.978125095928028,25.04303968905169,39.73209583096836
2024-05-01,29.6874572703204,41.40783404439157,40.113747368450205,29.374478387185924,36.68567884069659,43.13468861499595,17.477302799296364,14.978007281784748,5.8799720239553,24.49275070889369,38.7487416922032
2024-06-01,29.063482879454646,40.332399352148435,39.19806074962566,28.708372061178903,35.747052603029275,42.08163040350774,17.06741398234816,14.664548473158291,5.7834304983090705,23.95455362993632,37.78972519136027
2024-07-01,28.452623254091066,39.284895601090014,38.303276739978784,28.057370603816626,34.83244170982003,41.054280772106445,16.667138138533655,14.357649711062518,5.688474059485726,23.42818274801338,36.85444398123197
2024-08-01,27.85460274658019,38.26459737526953,37.42891819038293,27.4211314916192,33.941231713329934,40.05201209063558,16.276249818295202,14.057173707249987,5.5950766824124365,22.913378197470124,35.94231062247302
2024-09-01,27.26915150286654,37.27079809907547,36.57451884371486,26.799319968293354,33.072823886853065,39.07421205143453,15.894528859461492,13.762986046633172,5.503212769314361,22.409885822869423,35.0527522146368
2024-10-01,26.696005340718195,36.30280954791473,35.739623086220085,26.191608868600987,32.22663482248406,38.12028329526658,15.521760263244463,13.474955127155203,5.412857142698974,21.917457053516987,34.185210036343086
2024-11-01,26.13490563051576,35.35996137160421,34.92378570455417,25.59767844622156,31.402096039176865,37.18964304637925,15.157734073144288,13.192952100918871,5.323985038455571,21.435848780743733,33.33913919435159
2024-12-01,25.58559917854696,34.441600630140826,34.126571648369826,25.017216205518075,30.598653600831614,36.2817227564739,14.80224525669449,12.916850816547806,5.236572099068072,20.964823237884683,32.514008281320805
2025-01-01,25.047838112754043,33.54709134152825,33.34755579832368,24.44991673711797,29.815767744153025,35.395967757367195,14.455093589980336,12.646527762753804,5.150594366939265,20.504147882895257,31.70929904203721
2025-02-01,24.52137977088267,32.675814041347536,32.586322739378744,23.895481557222347,29.05291251603029,34.531836922132456,14.116083544865647,12.381862013085277,5.066028277824659,20.053595283546876,30.924506047905087
2025-03-01,24.00598659098171,31.827165353766404,31.842466539281727,23.35361895055923,28.30957542019474,33.68880233451331,13.785024178864392,12.122735171831897,4.982850654374141,19.6129430051452,30.159136379492743
2025-04-01,23.501426004204394,31.000557573690187,31.115590532097183,22.824043816897937,27.585257072918065,32.86634896640836,13.46172902759514,11.869031321061458,4.901038699779669,19.18197350071574,29.412709316935388
2025-05-01,23.007470329862745,30.19541825976506,30.40530710668291,22.306477521043995,26.87947086751968,32.063974363229214,13.14601599975766,11.620636968765028,4.820569991527267,18.76047400360232,28.68475603800059
2025-06-01,22.523896672687645,29.411189837951692,29.711237499993953,21.80064774623572,26.191742647457964,31.281188336940215,12.837707274572686,11.377440998087438,4.741422475251601,18.348236422425785,27.97481932362643
2025-07-01,22.050486822248413,28.64732921539479,29.03301159510479,21.306288350865035,25.521610387785515,30.517512666591884,12.536629201626909,11.139334617620156,4.663574458691446,17.945057238350604,27.28245327074747
2025-08-01,21.587027154486258,27.903307404321133,28.370267723842225,20.823139228447527,24.868623884754687,29.772480806165355,12.242612203066926,10.906211312734529,4.587004605744424,17.550737404609098,26.607223012228214
2025-09-01,21.133308535317433,27.17860915570564,27.722652473923574,20.350946170767752,24.232344453364785,29.045637599549323,11.955490678086951,10.677966797933433,4.511691930619319,17.16508224823344,25.94870444372801
2025-10-01,20.689126226262424,26.47273260245179,27.089820500497417,19.88946073412796,23.6123446326476,28.336539002475355,11.675102909656598,10.454498970200191,4.437615792084433,16.787901373946926,25.306483957326034
2025-11-01,20.254279792058615,25.785188911839253,26.47143434198622,19.438440108629784,23.008207898493467,27.64475181124157,11.401290973436074,10.23570786332372,4.3647558878103565,16.41900857016717,24.68015818173898
