tool,count_in_category,total_assignments_in_family,share_pct,rank_within_category,theme_family,category
sigstore/rekor,33,322,10.248447204968944,5,Primary themes (inductively generated),Integration failure/issues
Keyfactor/signserver-ce,4,43,9.30232558139535,6,Primary themes (inductively generated),Integration failure/issues
notaryproject/notation,35,475,7.368421052631578,7,Primary themes (inductively generated),Integration failure/issues
openpubkey/openpubkey,11,150,7.333333333333333,8,Primary themes (inductively generated),Integration failure/issues
notaryproject/notation,48,475,10.105263157894736,1,Primary themes (inductively generated),Tedious Workflows
hashicorp/vault,231,2941,7.854471268276096,2,Primary themes (inductively generated),Tedious Workflows
sigstore/cosign,92,1407,6.538734896943852,3,Primary themes (inductively generated),Tedious Workflows
sigstore/rekor,13,322,4.037267080745342,4,Primary themes (inductively generated),Tedious Workflows
sigstore/fulcio,8,280,2.857142857142857,5,Primary themes (inductively generated),Tedious Workflows
openpubkey/openpubkey,4,150,2.666666666666667,6,Primary themes (inductively generated),Tedious Workflows
Keyfactor/signserver-ce,1,43,2.3255813953488373,7,Primary themes (inductively generated),Tedious Workflows
Keyfactor/ejbca-ce,4,306,1.3071895424836601,8,Primary themes (inductively generated),Tedious Workflows
Keyfactor/signserver-ce,13,43,30.23255813953488,1,Primary themes (inductively generated),User confusion / unclear documentation
Keyfactor/ejbca-ce,84,306,27.450980392156865,2,Primary themes (inductively generated),User confusion / unclear documentation
sigstore/cosign,260,1407,18.47903340440654,3,Primary themes (inductively generated),User confusion / unclear documentation
sigstore/rekor,54,322,16.77018633540373,4,Primary themes (inductively generated),User confusion / unclear documentation
hashicorp/vault,482,2941,16.38898333900034,5,Primary themes (inductively generated),User confusion / unclear documentation
sigstore/fulcio,32,280,11.428571428571429,6,Primary themes (inductively generated),User confusion / unclear documentation
openpubkey/openpubkey,15,150,10.0,7,Primary themes (inductively generated),User confusion / unclear documentation
notaryproject/notation,42,475,8.842105263157894,8,Primary themes (inductively generated),User confusion / unclear documentation
notaryproject/notation,60,475,12.631578947368421,1,Primary themes (inductively generated),Notification/Logging Issues
hashicorp/vault,327,2941,11.118667120027203,2,Primary themes (inductively generated),Notification/Logging Issues
Keyfactor/ejbca-ce,26,306,8.49673202614379,3,Primary themes (inductively generated),Notification/Logging Issues
Keyfactor/signserver-ce,3,43,6.976744186046512,4,Primary themes (inductively generated),Notification/Logging Issues
sigstore/rekor,16,322,4.968944099378882,5,Primary themes (inductively generated),Notification/Logging Issues
sigstore/cosign,62,1407,4.4065387348969445,6,Primary themes (inductively generated),Notification/Logging Issues
sigstore/fulcio,12,280,4.285714285714286,7,Primary themes (inductively generated),Notification/Logging Issues
openpubkey/openpubkey,6,150,4.0,8,Primary themes (inductively generated),Notification/Logging Issues
hashicorp/vault,443,2941,15.062903774226456,1,Primary themes (inductively generated),Unexpected behavior
Keyfactor/ejbca-ce,34,306,11.11111111111111,2,Primary themes (inductively generated),Unexpected behavior
sigstore/rekor,33,322,10.248447204968944,3,Primary themes (inductively generated),Unexpected behavior
sigstore/cosign,139,1407,9.879175550817342,4,Primary themes (inductively generated),Unexpected behavior
sigstore/fulcio,19,280,6.785714285714286,5,Primary themes (inductively generated),Unexpected behavior
notaryproject/notation,30,475,6.315789473684211,6,Primary themes (inductively generated),Unexpected behavior
openpubkey/openpubkey,9,150,6.0,7,Primary themes (inductively generated),Unexpected behavior
Keyfactor/signserver-ce,2,43,4.651162790697675,8,Primary themes (inductively generated),Unexpected behavior
sigstore/rekor,12,322,3.7267080745341614,1,Primary themes (inductively generated),Performance issue
Keyfactor/signserver-ce,1,43,2.3255813953488373,2,Primary themes (inductively generated),Performance issue
hashicorp/vault,56,2941,1.9041142468548113,3,Primary themes (inductively generated),Performance issue
notaryproject/notation,8,475,1.6842105263157894,4,Primary themes (inductively generated),Performance issue
sigstore/fulcio,3,280,1.0714285714285714,5,Primary themes (inductively generated),Performance issue
sigstore/cosign,14,1407,0.9950248756218906,6,Primary themes (inductively generated),Performance issue
openpubkey/openpubkey,1,150,0.6666666666666667,7,Primary themes (inductively generated),Performance issue
Keyfactor/ejbca-ce,2,306,0.6535947712418301,8,Primary themes (inductively generated),Performance issue
sigstore/fulcio,31,280,11.071428571428571,1,Primary themes (inductively generated),Security concerns
openpubkey/openpubkey,16,150,10.666666666666668,2,Primary themes (inductively generated),Security concerns
sigstore/rekor,21,322,6.521739130434782,3,Primary themes (inductively generated),Security concerns
sigstore/cosign,68,1407,4.832977967306325,4,Primary themes (inductively generated),Security concerns
notaryproject/notation,17,475,3.578947368421052,5,Primary themes (inductively generated),Security concerns
hashicorp/vault,89,2941,3.026181570894254,6,Primary themes (inductively generated),Security concerns
Keyfactor/ejbca-ce,6,306,1.9607843137254901,7,Primary themes (inductively generated),Security concerns
Keyfactor/signserver-ce,0,43,0.0,8,Primary themes (inductively generated),Security concerns
openpubkey/openpubkey,73,150,48.66666666666667,1,Primary themes (inductively generated),Missing feature / enhancement request
sigstore/fulcio,109,280,38.92857142857143,2,Primary themes (inductively generated),Missing feature / enhancement request
notaryproject/notation,184,475,38.73684210526316,3,Primary themes (inductively generated),Missing feature / enhancement request
sigstore/rekor,119,322,36.95652173913043,4,Primary themes (inductively generated),Missing feature / enhancement request
sigstore/cosign,413,1407,29.35323383084577,5,Primary themes (inductively generated),Missing feature / enhancement request
hashicorp/vault,555,2941,18.871132267936076,6,Primary themes (inductively generated),Missing feature / enhancement request
Keyfactor/signserver-ce,5,43,11.627906976744185,7,Primary themes (inductively generated),Missing feature / enhancement request
Keyfactor/ejbca-ce,23,306,7.516339869281046,8,Primary themes (inductively generated),Missing feature / enhancement request
Keyfactor/signserver-ce,19,43,44.18604651162791,1,Secondary themes (inductively generated; mapped),Operational Friction
Keyfactor/ejbca-ce,131,306,42.810457516339866,2,Secondary themes (inductively generated; mapped),Operational Friction
hashicorp/vault,989,2941,33.62801768106086,3,Secondary themes (inductively generated; mapped),Operational Friction
sigstore/cosign,451,1407,32.054015636105184,4,Secondary themes (inductively generated; mapped),Operational Friction
notaryproject/notation,134,475,28.210526315789476,5,Secondary themes (inductively generated; mapped),Operational Friction
sigstore/fulcio,74,280,26.42857142857143,6,Secondary themes (inductively generated; mapped),Operational Friction
sigstore/rekor,67,322,20.80745341614907,7,Secondary themes (inductively generated; mapped),Operational Friction
openpubkey/openpubkey,30,150,20.0,8,Secondary themes (inductively generated; mapped),Operational Friction
Keyfactor/signserver-ce,16,43,37.2093023255814,1,Secondary themes (inductively generated; mapped),Cognitive Friction
Keyfactor/ejbca-ce,110,306,35.947712418300654,2,Secondary themes (inductively generated; mapped),Cognitive Friction
hashicorp/vault,809,2941,27.507650459027545,3,Secondary themes (inductively generated; mapped),Cognitive Friction
sigstore/cosign,322,1407,22.885572139303484,4,Secondary themes (inductively generated; mapped),Cognitive Friction
sigstore/rekor,70,322,21.73913043478261,5,Secondary themes (inductively generated; mapped),Cognitive Friction
notaryproject/notation,102,475,21.47368421052632,6,Secondary themes (inductively generated; mapped),Cognitive Friction
sigstore/fulcio,44,280,15.714285714285714,7,Secondary themes (inductively generated; mapped),Cognitive Friction
openpubkey/openpubkey,21,150,14.000000000000002,8,Secondary themes (inductively generated; mapped),Cognitive Friction
sigstore/rekor,66,322,20.496894409937887,1,Secondary themes (inductively generated; mapped),Functional Reliability
hashicorp/vault,588,2941,19.993199591975518,2,Secondary themes (inductively generated; mapped),Functional Reliability
sigstore/fulcio,53,280,18.928571428571427,3,Secondary themes (inductively generated; mapped),Functional Reliability
openpubkey/openpubkey,26,150,17.333333333333336,4,Secondary themes (inductively generated; mapped),Functional Reliability
sigstore/cosign,221,1407,15.707178393745558,5,Secondary themes (inductively generated; mapped),Functional Reliability
Keyfactor/ejbca-ce,42,306,13.725490196078432,6,Secondary themes (inductively generated; mapped),Functional Reliability
notaryproject/notation,55,475,11.578947368421053,7,Secondary themes (inductively generated; mapped),Functional Reliability
Keyfactor/signserver-ce,3,43,6.976744186046512,8,Secondary themes (inductively generated; mapped),Functional Reliability
openpubkey/openpubkey,73,150,48.66666666666667,1,Secondary themes (inductively generated; mapped),Functional Gap
sigstore/fulcio,109,280,38.92857142857143,2,Secondary themes (inductively generated; mapped),Functional Gap
notaryproject/notation,184,475,38.73684210526316,3,Secondary themes (inductively generated; mapped),Functional Gap
sigstore/rekor,119,322,36.95652173913043,4,Secondary themes (inductively generated; mapped),Functional Gap
sigstore/cosign,413,1407,29.35323383084577,5,Secondary themes (inductively generated; mapped),Functional Gap
hashicorp/vault,555,2941,18.871132267936076,6,Secondary themes (inductively generated; mapped),Functional Gap
Keyfactor/signserver-ce,5,43,11.627906976744185,7,Secondary themes (inductively generated; mapped),Functional Gap
Keyfactor/ejbca-ce,23,306,7.516339869281046,8,Secondary themes (inductively generated; mapped),Functional Gap
Keyfactor/ejbca-ce,91,259,35.13513513513514,1,Secondary themes (as coded field),Operational Friction
Keyfactor/signserver-ce,13,37,35.13513513513514,1,Secondary themes (as coded field),Operational Friction
hashicorp/vault,860,2517,34.16765991259435,3,Secondary themes (as coded field),Operational Friction
notaryproject/notation,133,430,30.930232558139537,4,Secondary themes (as coded field),Operational Friction
sigstore/fulcio,74,242,30.57851239669421,5,Secondary themes (as coded field),Operational Friction
sigstore/cosign,379,1268,29.889589905362772,6,Secondary themes (as coded field),Operational Friction
openpubkey/openpubkey,37,143,25.874125874125873,7,Secondary themes (as coded field),Operational Friction
sigstore/rekor,78,303,25.742574257425744,8,Secondary themes (as coded field),Operational Friction
openpubkey/openpubkey,70,143,48.95104895104895,1,Secondary themes (as coded field),Functional Gap
sigstore/fulcio,109,242,45.04132231404959,2,Secondary themes (as coded field),Functional Gap
notaryproject/notation,176,430,40.93023255813954,3,Secondary themes (as coded field),Functional Gap
sigstore/rekor,118,303,38.943894389438945,4,Secondary themes (as coded field),Functional Gap
sigstore/cosign,439,1268,34.62145110410095,5,Secondary themes (as coded field),Functional Gap
hashicorp/vault,597,2517,23.718712753277714,6,Secondary themes (as coded field),Functional Gap
Keyfactor/signserver-ce,6,37,16.216216216216218,7,Secondary themes (as coded field),Functional Gap
Keyfactor/ejbca-ce,34,259,13.127413127413126,8,Secondary themes (as coded field),Functional Gap
Keyfactor/signserver-ce,13,37,35.13513513513514,1,Secondary themes (as coded field),Cognitive Friction
Keyfactor/ejbca-ce,89,259,34.36293436293436,2,Secondary themes (as coded field),Cognitive Friction
sigstore/cosign,301,1268,23.738170347003155,3,Secondary themes (as coded field),Cognitive Friction
hashicorp/vault,570,2517,22.64600715137068,4,Secondary themes (as coded field),Cognitive Friction
sigstore/rekor,63,303,20.792079207920793,5,Secondary themes (as coded field),Cognitive Friction
notaryproject/notation,89,430,20.69767441860465,6,Secondary themes (as coded field),Cognitive Friction
sigstore/fulcio,36,242,14.87603305785124,7,Secondary themes (as coded field),Cognitive Friction
openpubkey/openpubkey,21,143,14.685314685314685,8,Secondary themes (as coded field),Cognitive Friction
hashicorp/vault,490,2517,19.46762018275725,1,Secondary themes (as coded field),Functional Reliability
Keyfactor/ejbca-ce,45,259,17.374517374517374,2,Secondary themes (as coded field),Functional Reliability
sigstore/rekor,44,303,14.521452145214523,3,Secondary themes (as coded field),Functional Reliability
Keyfactor/signserver-ce,5,37,13.513513513513514,4,Secondary themes (as coded field),Functional Reliability
sigstore/cosign,149,1268,11.750788643533124,5,Secondary themes (as coded field),Functional Reliability
openpubkey/openpubkey,15,143,10.48951048951049,6,Secondary themes (as coded field),Functional Reliability
sigstore/fulcio,23,242,9.50413223140496,7,Secondary themes (as coded field),Functional Reliability
notaryproject/notation,32,430,7.441860465116279,8,Secondary themes (as coded field),Functional Reliability
notaryproject/notation,48,565,8.495575221238937,1,Nielsen themes,1. Visibility of system status
hashicorp/vault,240,3273,7.332722273143904,2,Nielsen themes,1. Visibility of system status
Keyfactor/ejbca-ce,17,351,4.843304843304843,3,Nielsen themes,1. Visibility of system status
sigstore/rekor,16,347,4.610951008645533,4,Nielsen themes,1. Visibility of system status
sigstore/fulcio,12,292,4.10958904109589,5,Nielsen themes,1. Visibility of system status
sigstore/cosign,56,1595,3.510971786833856,6,Nielsen themes,1. Visibility of system status
Keyfactor/signserver-ce,1,45,2.2222222222222223,7,Nielsen themes,1. Visibility of system status
openpubkey/openpubkey,1,165,0.6060606060606061,8,Nielsen themes,1. Visibility of system status
sigstore/rekor,25,347,7.204610951008646,1,Nielsen themes,2. Match between system and the real world
sigstore/cosign,105,1595,6.583072100313479,2,Nielsen themes,2. Match between system and the real world
hashicorp/vault,204,3273,6.232813932172319,3,Nielsen themes,2. Match between system and the real world
notaryproject/notation,32,565,5.663716814159292,4,Nielsen themes,2. Match between system and the real world
sigstore/fulcio,15,292,5.136986301369863,5,Nielsen themes,2. Match between system and the real world
Keyfactor/ejbca-ce,17,351,4.843304843304843,6,Nielsen themes,2. Match between system and the real world
openpubkey/openpubkey,7,165,4.242424242424243,7,Nielsen themes,2. Match between system and the real world
Keyfactor/signserver-ce,0,45,0.0,8,Nielsen themes,2. Match between system and the real world
openpubkey/openpubkey,5,165,3.0303030303030303,1,Nielsen themes,3. User control and freedom
sigstore/cosign,41,1595,2.5705329153605017,2,Nielsen themes,3. User control and freedom
hashicorp/vault,81,3273,2.474793767186068,3,Nielsen themes,3. User control and freedom
notaryproject/notation,9,565,1.592920353982301,4,Nielsen themes,3. User control and freedom
Keyfactor/ejbca-ce,4,351,1.1396011396011396,5,Nielsen themes,3. User control and freedom
sigstore/fulcio,2,292,0.684931506849315,6,Nielsen themes,3. User control and freedom
sigstore/rekor,1,347,0.2881844380403458,7,Nielsen themes,3. User control and freedom
Keyfactor/signserver-ce,0,45,0.0,8,Nielsen themes,3. User control and freedom
notaryproject/notation,72,565,12.743362831858407,1,Nielsen themes,4. Consistency and standards
sigstore/rekor,44,347,12.680115273775217,2,Nielsen themes,4. Consistency and standards
hashicorp/vault,408,3273,12.465627864344638,3,Nielsen themes,4. Consistency and standards
sigstore/cosign,196,1595,12.288401253918495,4,Nielsen themes,4. Consistency and standards
sigstore/fulcio,35,292,11.986301369863012,5,Nielsen themes,4. Consistency and standards
Keyfactor/ejbca-ce,37,351,10.541310541310542,6,Nielsen themes,4. Consistency and standards
openpubkey/openpubkey,16,165,9.696969696969697,7,Nielsen themes,4. Consistency and standards
Keyfactor/signserver-ce,3,45,6.666666666666667,8,Nielsen themes,4. Consistency and standards
openpubkey/openpubkey,29,165,17.575757575757574,1,Nielsen themes,5. Error prevention
Keyfactor/ejbca-ce,49,351,13.96011396011396,2,Nielsen themes,5. Error prevention
sigstore/fulcio,35,292,11.986301369863012,3,Nielsen themes,5. Error prevention
hashicorp/vault,372,3273,11.365719523373052,4,Nielsen themes,5. Error prevention
Keyfactor/signserver-ce,5,45,11.11111111111111,5,Nielsen themes,5. Error prevention
sigstore/cosign,147,1595,9.216300940438872,6,Nielsen themes,5. Error prevention
sigstore/rekor,31,347,8.93371757925072,7,Nielsen themes,5. Error prevention
notaryproject/notation,48,565,8.495575221238937,8,Nielsen themes,5. Error prevention
notaryproject/notation,27,565,4.778761061946903,1,Nielsen themes,6. Recognition rather than recall
sigstore/cosign,41,1595,2.5705329153605017,2,Nielsen themes,6. Recognition rather than recall
sigstore/fulcio,7,292,2.3972602739726026,3,Nielsen themes,6. Recognition rather than recall
sigstore/rekor,7,347,2.0172910662824206,4,Nielsen themes,6. Recognition rather than recall
hashicorp/vault,63,3273,1.924839596700275,5,Nielsen themes,6. Recognition rather than recall
openpubkey/openpubkey,3,165,1.8181818181818181,6,Nielsen themes,6. Recognition rather than recall
Keyfactor/ejbca-ce,1,351,0.2849002849002849,7,Nielsen themes,6. Recognition rather than recall
Keyfactor/signserver-ce,0,45,0.0,8,Nielsen themes,6. Recognition rather than recall
openpubkey/openpubkey,64,165,38.78787878787879,1,Nielsen themes,7. Flexibility and efficiency of use
sigstore/fulcio,99,292,33.9041095890411,2,Nielsen themes,7. Flexibility and efficiency of use
sigstore/rekor,112,347,32.27665706051873,3,Nielsen themes,7. Flexibility and efficiency of use
sigstore/cosign,437,1595,27.398119122257054,4,Nielsen themes,7. Flexibility and efficiency of use
notaryproject/notation,152,565,26.902654867256636,5,Nielsen themes,7. Flexibility and efficiency of use
hashicorp/vault,664,3273,20.28719828903147,6,Nielsen themes,7. Flexibility and efficiency of use
Keyfactor/signserver-ce,7,45,15.555555555555555,7,Nielsen themes,7. Flexibility and efficiency of use
Keyfactor/ejbca-ce,44,351,12.535612535612536,8,Nielsen themes,7. Flexibility and efficiency of use
openpubkey/openpubkey,6,165,3.6363636363636362,1,Nielsen themes,8. Aesthetic and minimalist design
notaryproject/notation,16,565,2.831858407079646,2,Nielsen themes,8. Aesthetic and minimalist design
sigstore/fulcio,7,292,2.3972602739726026,3,Nielsen themes,8. Aesthetic and minimalist design
Keyfactor/signserver-ce,1,45,2.2222222222222223,4,Nielsen themes,8. Aesthetic and minimalist design
sigstore/cosign,29,1595,1.8181818181818181,5,Nielsen themes,8. Aesthetic and minimalist design
hashicorp/vault,44,3273,1.3443324167430493,6,Nielsen themes,8. Aesthetic and minimalist design
sigstore/rekor,4,347,1.1527377521613833,7,Nielsen themes,8. Aesthetic and minimalist design
Keyfactor/ejbca-ce,1,351,0.2849002849002849,8,Nielsen themes,8. Aesthetic and minimalist design
Keyfactor/signserver-ce,11,45,24.444444444444443,1,Nielsen themes,"9. Help users recognize, diagnose, and recover from errors"
Keyfactor/ejbca-ce,74,351,21.082621082621085,2,Nielsen themes,"9. Help users recognize, diagnose, and recover from errors"
hashicorp/vault,520,3273,15.887564925145126,3,Nielsen themes,"9. Help users recognize, diagnose, and recover from errors"
sigstore/cosign,206,1595,12.915360501567399,4,Nielsen themes,"9. Help users recognize, diagnose, and recover from errors"
sigstore/rekor,38,347,10.951008645533141,5,Nielsen themes,"9. Help users recognize, diagnose, and recover from errors"
notaryproject/notation,58,565,10.265486725663717,6,Nielsen themes,"9. Help users recognize, diagnose, and recover from errors"
sigstore/fulcio,19,292,6.506849315068493,7,Nielsen themes,"9. Help users recognize, diagnose, and recover from errors"
openpubkey/openpubkey,10,165,6.0606060606060606,8,Nielsen themes,"9. Help users recognize, diagnose, and recover from errors"
Keyfactor/signserver-ce,17,45,37.77777777777778,1,Nielsen themes,10. Help and documentation
Keyfactor/ejbca-ce,107,351,30.484330484330485,2,Nielsen themes,10. Help and documentation
sigstore/cosign,337,1595,21.128526645768027,3,Nielsen themes,10. Help and documentation
sigstore/fulcio,61,292,20.89041095890411,4,Nielsen themes,10. Help and documentation
hashicorp/vault,677,3273,20.6843874121601,5,Nielsen themes,10. Help and documentation
sigstore/rekor,69,347,19.88472622478386,6,Nielsen themes,10. Help and documentation
notaryproject/notation,103,565,18.230088495575224,7,Nielsen themes,10. Help and documentation
openpubkey/openpubkey,24,165,14.545454545454545,8,Nielsen themes,10. Help and documentation
notaryproject/notation,199,550,36.18181818181818,1,Affected-component themes,CLI tooling
sigstore/cosign,484,1596,30.32581453634085,2,Affected-component themes,CLI tooling
sigstore/rekor,50,248,20.161290322580644,3,Affected-component themes,CLI tooling
openpubkey/openpubkey,19,145,13.10344827586207,4,Affected-component themes,CLI tooling
hashicorp/vault,338,2680,12.611940298507463,5,Affected-component themes,CLI tooling
Keyfactor/signserver-ce,4,40,10.0,6,Affected-component themes,CLI tooling
Keyfactor/ejbca-ce,12,242,4.958677685950414,7,Affected-component themes,CLI tooling
sigstore/fulcio,4,221,1.809954751131222,8,Affected-component themes,CLI tooling
Keyfactor/ejbca-ce,62,242,25.6198347107438,1,Affected-component themes,Policy/configuration
sigstore/fulcio,49,221,22.171945701357465,2,Affected-component themes,Policy/configuration
hashicorp/vault,492,2680,18.35820895522388,3,Affected-component themes,Policy/configuration
Keyfactor/signserver-ce,6,40,15.0,4,Affected-component themes,Policy/configuration
notaryproject/notation,56,550,10.181818181818182,5,Affected-component themes,Policy/configuration
openpubkey/openpubkey,14,145,9.655172413793103,6,Affected-component themes,Policy/configuration
sigstore/cosign,150,1596,9.398496240601503,7,Affected-component themes,Policy/configuration
sigstore/rekor,18,248,7.258064516129033,8,Affected-component themes,Policy/configuration
sigstore/rekor,97,248,39.11290322580645,1,Affected-component themes,API
hashicorp/vault,424,2680,15.82089552238806,2,Affected-component themes,API
sigstore/fulcio,34,221,15.384615384615385,3,Affected-component themes,API
openpubkey/openpubkey,21,145,14.482758620689657,4,Affected-component themes,API
Keyfactor/ejbca-ce,20,242,8.264462809917356,5,Affected-component themes,API
Keyfactor/signserver-ce,3,40,7.5,6,Affected-component themes,API
sigstore/cosign,45,1596,2.819548872180451,7,Affected-component themes,API
notaryproject/notation,10,550,1.8181818181818181,8,Affected-component themes,API
hashicorp/vault,452,2680,16.865671641791042,1,Affected-component themes,Key Management Core / Secrets Backend
sigstore/cosign,69,1596,4.323308270676692,2,Affected-component themes,Key Management Core / Secrets Backend
notaryproject/notation,23,550,4.181818181818182,3,Affected-component themes,Key Management Core / Secrets Backend
sigstore/fulcio,9,221,4.072398190045249,4,Affected-component themes,Key Management Core / Secrets Backend
Keyfactor/ejbca-ce,6,242,2.479338842975207,5,Affected-component themes,Key Management Core / Secrets Backend
openpubkey/openpubkey,2,145,1.3793103448275863,6,Affected-component themes,Key Management Core / Secrets Backend
sigstore/rekor,2,248,0.8064516129032258,7,Affected-component themes,Key Management Core / Secrets Backend
Keyfactor/signserver-ce,0,40,0.0,8,Affected-component themes,Key Management Core / Secrets Backend
openpubkey/openpubkey,34,145,23.448275862068964,1,Affected-component themes,Authentication/Authorization tools
sigstore/fulcio,34,221,15.384615384615385,2,Affected-component themes,Authentication/Authorization tools
hashicorp/vault,338,2680,12.611940298507463,3,Affected-component themes,Authentication/Authorization tools
Keyfactor/signserver-ce,3,40,7.5,4,Affected-component themes,Authentication/Authorization tools
Keyfactor/ejbca-ce,12,242,4.958677685950414,5,Affected-component themes,Authentication/Authorization tools
sigstore/cosign,56,1596,3.508771929824561,6,Affected-component themes,Authentication/Authorization tools
notaryproject/notation,16,550,2.909090909090909,7,Affected-component themes,Authentication/Authorization tools
sigstore/rekor,2,248,0.8064516129032258,8,Affected-component themes,Authentication/Authorization tools
sigstore/cosign,279,1596,17.481203007518797,1,Affected-component themes,Signing workflow
notaryproject/notation,86,550,15.636363636363637,2,Affected-component themes,Signing workflow
Keyfactor/signserver-ce,5,40,12.5,3,Affected-component themes,Signing workflow
sigstore/fulcio,17,221,7.6923076923076925,4,Affected-component themes,Signing workflow
openpubkey/openpubkey,7,145,4.827586206896552,5,Affected-component themes,Signing workflow
Keyfactor/ejbca-ce,4,242,1.6528925619834711,6,Affected-component themes,Signing workflow
sigstore/rekor,4,248,1.6129032258064515,7,Affected-component themes,Signing workflow
hashicorp/vault,5,2680,0.18656716417910446,8,Affected-component themes,Signing workflow
sigstore/cosign,280,1596,17.543859649122805,1,Affected-component themes,Verification workflow
notaryproject/notation,68,550,12.363636363636363,2,Affected-component themes,Verification workflow
openpubkey/openpubkey,13,145,8.96551724137931,3,Affected-component themes,Verification workflow
sigstore/rekor,21,248,8.46774193548387,4,Affected-component themes,Verification workflow
sigstore/fulcio,6,221,2.7149321266968327,5,Affected-component themes,Verification workflow
hashicorp/vault,2,2680,0.0746268656716418,6,Affected-component themes,Verification workflow
Keyfactor/ejbca-ce,0,242,0.0,7,Affected-component themes,Verification workflow
Keyfactor/signserver-ce,0,40,0.0,7,Affected-component themes,Verification workflow
Keyfactor/signserver-ce,10,40,25.0,1,Affected-component themes,Web Client
Keyfactor/ejbca-ce,58,242,23.96694214876033,2,Affected-component themes,Web Client
hashicorp/vault,295,2680,11.007462686567164,3,Affected-component themes,Web Client
openpubkey/openpubkey,6,145,4.137931034482759,4,Affected-component themes,Web Client
sigstore/rekor,2,248,0.8064516129032258,5,Affected-component themes,Web Client
notaryproject/notation,1,550,0.18181818181818182,6,Affected-component themes,Web Client
sigstore/cosign,0,1596,0.0,7,Affected-component themes,Web Client
sigstore/fulcio,0,221,0.0,7,Affected-component themes,Web Client
Keyfactor/signserver-ce,7,40,17.5,1,Affected-component themes,Build/CI/Installation
Keyfactor/ejbca-ce,33,242,13.636363636363635,2,Affected-component themes,Build/CI/Installation
sigstore/fulcio,30,221,13.574660633484163,3,Affected-component themes,Build/CI/Installation
sigstore/cosign,131,1596,8.208020050125313,4,Affected-component themes,Build/CI/Installation
openpubkey/openpubkey,10,145,6.896551724137931,5,Affected-component themes,Build/CI/Installation
notaryproject/notation,27,550,4.909090909090909,6,Affected-component themes,Build/CI/Installation
sigstore/rekor,12,248,4.838709677419355,7,Affected-component themes,Build/CI/Installation
hashicorp/vault,90,2680,3.3582089552238807,8,Affected-component themes,Build/CI/Installation
notaryproject/notation,41,550,7.454545454545454,1,Affected-component themes,Notification/Logging
hashicorp/vault,145,2680,5.410447761194029,2,Affected-component themes,Notification/Logging
sigstore/rekor,12,248,4.838709677419355,3,Affected-component themes,Notification/Logging
sigstore/fulcio,9,221,4.072398190045249,4,Affected-component themes,Notification/Logging
Keyfactor/ejbca-ce,9,242,3.71900826446281,5,Affected-component themes,Notification/Logging
