month_start,Authentication friction,Build/CI/installation/distribution release issues,Configuration friction,Integration failure/issues,Missing feature / enhancement request,Notification/Logging /Web UI Issues,Performance issue,Security concerns,Tedious Workflows,Unexpected behavior,User confusion / unclear documentation
2022-12-01,5.180592948720219,6.616070080963943,8.851653135613613,16.310970676995176,38.99258192421823,12.658418984775306,2.400264936699735,6.526555214080655,10.330707970538205,17.54741404417684,25.095178839634382
2023-01-01,5.025669095326287,6.4894284015497865,8.682519618539779,15.958729439459646,37.74015564495219,12.387110608392872,2.348516440157874,6.317521818966749,10.04149375062759,17.168633274461367,24.42765241558277
2023-02-01,4.875378186575565,6.365210837171983,8.516617830744023,15.614094977258189,36.527956801459574,12.121617194778205,2.297883614996034,6.115183373767397,9.760376252184376,16.79802891587663,23.777882052552066
2023-03-01,4.729581675849203,6.243370986568827,8.353886021756614,15.276903019360573,35.35469330444483,11.861814111612748,2.2483424079042367,5.919325451719192,9.487128802749163,16.435424471344813,23.14539544309252
2023-04-01,4.588145159717417,6.123863336669584,8.19426362100879,14.946992842228113,34.219114566008535,11.607579397827196,2.199869284149688,5.729740493748172,9.221531075690804,16.080647253677103,22.529732843032185
2023-05-01,4.450938254038843,6.006643245593156,8.03769121528773,14.624207193204368,33.12001016663902,11.358793706348472,2.1524412163965123,5.546227588510532,8.963368912551228,15.733528303332845,21.930446737296403
2023-06-01,4.3178344737651,5.89166692597219,7.884110526622296,14.308392215560175,32.05620856501969,11.11534024807387,2.1060356737665376,5.36859225947822,8.712434150363821,15.393902307954104,21.34710151461637
2023-07-01,4.18871111633975,5.778891428596375,7.733464390591341,13.99939737515739,31.026575849276696,10.877104737045965,2.060630611135913,5.196646258843787,8.468524453806133,15.06160752363706,20.779273150890457
2023-08-01,4.0634491485841755,5.668274626368835,7.585696735046476,13.69707538869634,30.030014528336324,10.643975336802614,2.0162044586624956,5.030207368026081,8.231443152051565,14.73648569790293,20.226548900968034
2023-09-01,3.9419330969660944,5.559775198569635,7.440752559241405,13.401282153512833,29.065462362103148,10.415842607876842,1.9727361115390163,4.869099204565368,8.000999080188484,14.418381994331572,19.68852699863179
2023-10-01,3.8240509411495633,5.453352615420477,7.298577913360027,13.111876678891148,28.1318912292127,10.192599456421918,1.9302049199671625,4.713151035203241,7.777006425078933,14.10714491882204,19.16481636456038
2023-11-01,3.70969401072832,5.348967122944887,7.1591198784357495,12.828721018860453,27.22830603115132,9.97414108393762,1.888590679347816,4.56219759494924,7.55928457553256,13.802626247444795,18.655036322059296
2023-12-01,3.598756885047292,5.246579728118175,7.022326546654443,12.55168020644242,26.353743631575224,9.76036493807397,1.847873620682784,4.4160789119424235,7.347657976675068,13.504680955851418,18.158816320353235
2024-01-01,3.491137296019902,5.146152184301657,6.888147002033788,12.28062218931882,25.507271829698343,9.551170664489424,1.8080344011834657,4.274640137922295,7.141955988393681,13.21316715020797,17.675795665238745
2024-02-01,3.3867360338515846,5.047646976955692,6.756531301471793,12.015417766888405,24.687988366654455,9.346460059740853,1.7690540950819844,4.137731384129434,6.942012747745518,12.92794599961936,17.205623256901536
2024-03-01,3.2854568555826216,4.951027309626181,6.627430456157415,11.75594052868306,23.89501996377452,9.14613702518326,1.7309141846404368,4.005207562461931,6.747667035217923,12.648881670012292,16.74795733470776
2024-04-01,3.187206396365958,4.856257090199325,6.50079641333639,11.502066794113864,23.12752139175433,8.950107521857584,1.6935965513539708,3.876928231719267,6.558762144732914,12.375841259445526,16.302465228783824
2024-05-01,3.0918940833982353,4.763300917419464,6.376582038425467,11.253675553518404,22.38467456971996,8.758279526345355,1.6570834673435233,3.752757448770733,6.375145757290944,12.108694734816453,15.868823118204054
2024-06-01,2.9994320524246794,4.672124067665008,6.2547410974684,11.010648410481144,21.665687693230954,8.570562987569524,1.6213575869341277,3.632563624490637,6.19666981815206,11.847314869934,15.446715795610585
2024-07-01,2.9097350667408897,4.5826924819774835,6.135228239927156,10.772869525399429,20.969794390291717,8.386869784521213,1.5864019384147836,3.5162193843076457,6.023190417455466,11.591577184928251,15.03583643809428
2024-08-01,2.822720438616843,4.494972753338861,6.017998981801956,10.54022556026819,20.29625290447144,8.207113684892489,1.552199915975988,3.4036014332204596,5.854567674181199,11.34135988696802,14.635886384170206
2024-09-01,2.7383079530706933,4.408932114192431,5.903009689073828,10.312605624657076,19.644345304261932,8.031210304595762,1.5187352718210798,3.294590425136794,5.6906656233603785,11.096543812258052,14.246574916685432
2024-10-01,2.6564197939220846,4.324538424202529,5.790217561463558,10.08990122285416,19.013376717830553,7.859077068150797,1.4859921084476664,3.18907083639719,5.53135210644305,10.857012369288354,13.86761905150152
2024-11-01,2.576980472056817,4.241760158248571,5.679580616500946,9.87200620215119,18.40267459235253,7.690633169920775,1.4539548710954564,3.086930843349609,5.3764986647352675,10.622651483308452,13.498743331797993
2024-12-01,2.499916755836731,4.160566394648896,5.571057673898474,9.65881670224555,17.811587977133325,7.525799536179177,1.4226083403569134,2.988062203845102,5.225980435819456,10.393349542000356,13.13967962784724
2025-01-01,2.4251576035906623,4.080926803610031,5.464608340223549,9.45023110573496,17.239486829756746,7.364498787989675,1.3919376249472206,2.8923601425289363,5.079676052874547,10.168997342324117,12.790166942115428
2025-02-01,2.3526340981242324,4.002811635897037,5.360192993863623,9.246149989681228,16.68576134451931,7.206655204881623,1.3619281546301203,2.799723239805647,4.9374675468147045,9.94948803851087,12.449951219547655
2025-03-01,2.282279383188097,3.926191711720739,5.257772770278593,9.04647607822004,16.149821302435104,7.052194689304118,1.3325656732962707,2.710053324360319,4.799240251167744,9.734717091178451,12.118785162899512
2025-04-01,2.214028601846094,3.8510384098376647,5.15730954753499,8.851114196194095,15.631095442118136,6.901044731841882,1.303836232190828,2.623255369122218,4.664882709616524,9.524582217545465,11.796428052980708
2025-05-01,2.1478188366864694,3.7773236568586257,5.058765932116581,8.65997122378762,15.129030850871738,6.753134377176699,1.2757261832870386,2.5392373905605146,4.534286586128778,9.31898334271995,11.482645573680268
2025-06-01,2.0835890518210634,3.7050199167619513,4.962105245006087,8.472956052140523,14.643092375335964,6.608394190778393,1.2482221728026957,2.4579103512053733,4.407346577602907,9.11782255203966,11.177209641645971
2025-07-01,2.0212800366189967,3.634100180607452,4.867291508032849,8.289979539921083,14.172762051064716,6.466756226309717,1.221311134856373,2.3791880652911113,4.283960328959318,8.921004044440998,10.879898240494311
2025-08-01,1.9608343511229764,3.564537956447281,4.774289430481361,8.110954470836477,13.717538550424631,6.32815399372986,1.194980285260432,2.302987107421433,4.164028350608812,8.728434086834653,10.590495259430384
2025-09-01,1.902196273097911,3.4963072594299027,4.683064395955675,7.935795512060883,13.276936648227284,6.192522428081587,1.169217115447846,2.229226724159944,4.047453938231509,8.54002096946599,10.3087903361605
2025-10-01,1.845311746663016,3.429382602093503,4.593582449494798,7.764419173561317,12.850486704524982,6.059797858947373,1.1440093865299583,2.157828748452258,3.934143094801599,8.355674962239132,10.03457870398329
2025-11-01,1.790128332460064,3.3637389848451904,4.505810284934281,7.596743768301887,12.437734164019073,5.9299179805601785,1.1193451234823548,2.0887175167890004,3.824004454795062,8.175308271983734,9.767661042948122
