sample_id,phase12_subset,repo,issue_number,human_phase2_analyst_a,llm_usability_type,human_phase2_analyst_a_bin,llm_phase2_bin,human_phase2_label_source,agree,human_associated_component_theme,llm_associated_component_theme,metric,full_agree,partial_agree,human_l1_theme,llm_l1_theme,human_l1_theme_secondary,llm_l1_theme_secondary,human_nielsen_theme,llm_nielsen_theme
41,first_100,hashicorp/vault,18237,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
42,first_100,hashicorp/vault,18248,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
43,first_100,hashicorp/vault,18251,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
44,first_100,hashicorp/vault,18433,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
45,first_100,hashicorp/vault,18491,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
46,first_100,hashicorp/vault,18573,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
47,first_100,hashicorp/vault,19155,non-usability,non-usability,0.0,0.0,sample_analyst_a,1.0,,,,,,,,,,,
48,first_100,hashicorp/vault,19209,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
49,first_100,hashicorp/vault,19490,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
50,first_100,hashicorp/vault,19568,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
51,first_100,hashicorp/vault,19697,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
52,first_100,hashicorp/vault,20272,Usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
53,first_100,hashicorp/vault,20589,non-usability,usability,0.0,1.0,sample_analyst_a,0.0,,,,,,,,,,,
54,first_100,hashicorp/vault,21521,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
55,first_100,hashicorp/vault,21976,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
56,first_100,hashicorp/vault,22045,non-usability,non-usability,0.0,0.0,sample_analyst_a,1.0,,,,,,,,,,,
57,first_100,hashicorp/vault,22214,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
58,first_100,hashicorp/vault,22461,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
59,first_100,hashicorp/vault,22578,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
60,first_100,hashicorp/vault,22602,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
61,first_100,hashicorp/vault,23793,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
62,first_100,hashicorp/vault,23800,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
63,first_100,hashicorp/vault,23941,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
64,first_100,hashicorp/vault,24039,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
65,first_100,hashicorp/vault,24255,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
66,first_100,hashicorp/vault,24269,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
67,first_100,hashicorp/vault,24604,non-usability,non-usability,0.0,0.0,sample_analyst_a,1.0,,,,,,,,,,,
68,first_100,hashicorp/vault,24617,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
69,first_100,hashicorp/vault,24725,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
70,first_100,hashicorp/vault,24853,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
71,first_100,hashicorp/vault,24956,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
72,first_100,hashicorp/vault,25506,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
73,first_100,hashicorp/vault,26164,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
74,first_100,hashicorp/vault,26180,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
75,first_100,hashicorp/vault,27343,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
76,first_100,hashicorp/vault,27344,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
77,first_100,hashicorp/vault,27805,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
78,first_100,hashicorp/vault,27935,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
79,first_100,hashicorp/vault,28073,usability (the issue does not use the usual template but it describes the ),usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
80,first_100,hashicorp/vault,28457,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
81,first_100,hashicorp/vault,28738,non-usability,non-usability,0.0,0.0,sample_analyst_a,1.0,,,,,,,,,,,
82,first_100,hashicorp/vault,28792,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
83,first_100,hashicorp/vault,28993,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
84,first_100,hashicorp/vault,29033,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
85,first_100,hashicorp/vault,29099,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
86,first_100,hashicorp/vault,29101,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
87,first_100,hashicorp/vault,29179,non-usability,non-usability,0.0,0.0,sample_analyst_a,1.0,,,,,,,,,,,
88,first_100,hashicorp/vault,29287,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
89,first_100,hashicorp/vault,29362,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
90,first_100,hashicorp/vault,29417,"usability (user's body_text shows he cited another issue[https://github.com/hashicorp/vault/blob/04e75372fb30a4ec03645ca1de60bba54c2bc9dc/api/tokenhelper/helper_external.go#L23], meaning he hasread some form of guide)",usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
91,first_100,hashicorp/vault,29928,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
92,first_100,hashicorp/vault,30362,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
93,first_100,hashicorp/vault,30858,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
94,first_100,hashicorp/vault,31343,non-usability,non-usability,0.0,0.0,sample_analyst_a,1.0,,,,,,,,,,,
95,first_100,hashicorp/vault,31372,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
96,first_100,hashicorp/vault,31615,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
97,first_100,hashicorp/vault,31621,usability,non-usability,1.0,0.0,sample_analyst_a,0.0,,,,,,,,,,,
98,first_100,notaryproject/notation,211,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
99,first_100,notaryproject/notation,233,non-usability,non-usability,0.0,0.0,sample_analyst_a,1.0,,,,,,,,,,,
100,first_100,notaryproject/notation,320,usability,usability,1.0,1.0,sample_analyst_a,1.0,,,,,,,,,,,
101,first_100,notaryproject/notation,379,non-usability,non-usability,0.0,0.0,human_issue_file,1.0,,,,,,,,,,,
102,phase3_sample,notaryproject/notation,383,,,,,,,"CLI tooling, Documentation",CLI tooling,Associated Component Theme,0.0,1.0,,,,,,
103,phase3_sample,notaryproject/notation,547,,,,,,,"CLI tooling, Documentation","CLI tooling, Verification workflow, Policy/configuration, Notification/Logging",Associated Component Theme,0.0,1.0,,,,,,
104,phase3_sample,notaryproject/notation,574,,,,,,,CLI tooling,"CLI tooling, Signing workflow",Associated Component Theme,0.0,1.0,,,,,,
105,phase3_sample,notaryproject/notation,655,,,,,,,CLI tooling,CLI tooling,Associated Component Theme,1.0,1.0,,,,,,
106,phase3_sample,notaryproject/notation,659,,,,,,,CLI tooling,"CLI tooling, Signing workflow, Verification workflow, Core, API",Associated Component Theme,0.0,1.0,,,,,,
108,phase3_sample,notaryproject/notation,829,,,,,,,CLI tooling,"CLI tooling, Notification/Logging, Signing workflow",Associated Component Theme,0.0,1.0,,,,,,
111,phase3_sample,notaryproject/notation,1012,,,,,,,"Verification workflow, documentation, Signing workflow",Core,Associated Component Theme,0.0,0.0,,,,,,
112,phase3_sample,notaryproject/notation,1239,,,,,,,Core,Core,Associated Component Theme,1.0,1.0,,,,,,
113,phase3_sample,openpubkey/openpubkey,4,,,,,,,"CLI tooling, Authentication/Authorization tools",Core,Associated Component Theme,0.0,0.0,,,,,,
171,phase3_sample,sigstore/rekor,872,,,,,,,Core,API,Associated Component Theme,0.0,0.0,,,,,,
173,phase3_sample,sigstore/rekor,929,,,,,,,Rekor CLI,Core,Associated Component Theme,0.0,0.0,,,,,,
174,phase3_sample,sigstore/rekor,1026,,,,,,,Signing workflow,Core,Associated Component Theme,0.0,0.0,,,,,,
175,phase3_sample,sigstore/rekor,1173,,,,,,,Signing workflow,"Core, API",Associated Component Theme,0.0,0.0,,,,,,
176,phase3_sample,sigstore/rekor,1324,,,,,,,Core,Core,Associated Component Theme,1.0,1.0,,,,,,
177,phase3_sample,sigstore/rekor,1721,,,,,,,Core,Core,Associated Component Theme,1.0,1.0,,,,,,
178,phase3_sample,sigstore/rekor,1812,,,,,,,Core,API,Associated Component Theme,0.0,0.0,,,,,,
179,phase3_sample,sigstore/rekor,1899,,,,,,,"rekor cli, Verification workflow","CLI tooling, Verification workflow",Associated Component Theme,0.0,1.0,,,,,,
180,phase3_sample,sigstore/rekor,2062,,,,,,,"Signing workflow, Verification workflow",API,Associated Component Theme,0.0,0.0,,,,,,
102,phase3_sample,notaryproject/notation,383,,,,,,,,,L1_Theme,0.0,0.0,Improve documentation,"Missing feature / enhancement request, User confusion / unclear documentation",,,,
103,phase3_sample,notaryproject/notation,547,,,,,,,,,L1_Theme,0.0,0.0,"Unexplained Info, insufficient doc","User confusion / unclear documentation, Notification/Logging /Web UI Issues, Missing feature / enhancement request",,,,
104,phase3_sample,notaryproject/notation,574,,,,,,,,,L1_Theme,0.0,0.0,enhancing integration/compatibility with external registry(components/tools),"Missing feature / enhancement request, Configuration friction, Integration failure/issues, Tedious Workflows",,,,
105,phase3_sample,notaryproject/notation,655,,,,,,,,,L1_Theme,0.0,0.0,"integration, enhancement request",,,,,
106,phase3_sample,notaryproject/notation,659,,,,,,,,,L1_Theme,0.0,0.0,integration with external component; Improving documentation,"Missing feature / enhancement request, Configuration friction, Integration failure/issues",,,,
108,phase3_sample,notaryproject/notation,829,,,,,,,,,L1_Theme,0.0,1.0,"tedious workflows, notification/logging","Missing feature / enhancement request, Notification/Logging /Web UI Issues, Tedious Workflows",,,,
111,phase3_sample,notaryproject/notation,1012,,,,,,,,,L1_Theme,0.0,0.0,documentation improvements,,,,,
112,phase3_sample,notaryproject/notation,1239,,,,,,,,,L1_Theme,0.0,0.0,user confusion,"Missing feature / enhancement request, Tedious Workflows",,,,
171,phase3_sample,sigstore/rekor,872,,,,,,,,,L1_Theme,0.0,0.0,notification/logging/alert,,,,,
173,phase3_sample,sigstore/rekor,929,,,,,,,,,L1_Theme,0.0,1.0,"user confusion/documentation, security","User confusion / unclear documentation, Security concerns",,,,
174,phase3_sample,sigstore/rekor,1026,,,,,,,,,L1_Theme,0.0,0.0,"integration issues, feature request",,,,,
175,phase3_sample,sigstore/rekor,1173,,,,,,,,,L1_Theme,0.0,1.0,"integration issues, tedious workflows","Missing feature / enhancement request, Tedious Workflows",,,,
176,phase3_sample,sigstore/rekor,1324,,,,,,,,,L1_Theme,0.0,0.0,"Integration issues, enhancement request",,,,,
177,phase3_sample,sigstore/rekor,1721,,,,,,,,,L1_Theme,0.0,1.0,"documentation, feature enhancement","Missing feature / enhancement request, User confusion / unclear documentation",,,,
178,phase3_sample,sigstore/rekor,1812,,,,,,,,,L1_Theme,0.0,0.0,"integration issues(with openAPI's json tool), performance issues",,,,,
179,phase3_sample,sigstore/rekor,1899,,,,,,,,,L1_Theme,0.0,1.0,"user confusion, unexpected behaviour","User confusion / unclear documentation, Missing feature / enhancement request",,,,
180,phase3_sample,sigstore/rekor,2062,,,,,,,,,L1_Theme,0.0,0.0,"possible integration issues, security concerns, missing feature/enhancement request,",,,,,
102,phase3_sample,notaryproject/notation,383,,,,,,,,,L1_Theme Secondary,0.0,0.0,,,,"Cognitive Friction, Functional Gap",,
103,phase3_sample,notaryproject/notation,547,,,,,,,,,L1_Theme Secondary,0.0,0.0,,,,"Cognitive Friction, Operational Friction, Functional Gap",,
104,phase3_sample,notaryproject/notation,574,,,,,,,,,L1_Theme Secondary,0.0,0.0,,,,"Operational Friction, Cognitive Friction, Functional Gap",,
105,phase3_sample,notaryproject/notation,655,,,,,,,,,L1_Theme Secondary,0.0,0.0,,,,,,
106,phase3_sample,notaryproject/notation,659,,,,,,,,,L1_Theme Secondary,0.0,0.0,,,,"Operational Friction, Functional Gap",,
108,phase3_sample,notaryproject/notation,829,,,,,,,,,L1_Theme Secondary,0.0,1.0,,,,"Operational Friction, Cognitive Friction, Functional Gap",,
111,phase3_sample,notaryproject/notation,1012,,,,,,,,,L1_Theme Secondary,0.0,0.0,,,,,,
112,phase3_sample,notaryproject/notation,1239,,,,,,,,,L1_Theme Secondary,0.0,0.0,,,,Operational Friction,,
171,phase3_sample,sigstore/rekor,872,,,,,,,,,L1_Theme Secondary,1.0,1.0,,,,,,
173,phase3_sample,sigstore/rekor,929,,,,,,,,,L1_Theme Secondary,0.0,0.0,,,,Cognitive Friction,,
174,phase3_sample,sigstore/rekor,1026,,,,,,,,,L1_Theme Secondary,0.0,0.0,,,,,,
175,phase3_sample,sigstore/rekor,1173,,,,,,,,,L1_Theme Secondary,0.0,1.0,,,,"Operational Friction, Functional Gap",,
176,phase3_sample,sigstore/rekor,1324,,,,,,,,,L1_Theme Secondary,0.0,0.0,,,,,,
177,phase3_sample,sigstore/rekor,1721,,,,,,,,,L1_Theme Secondary,0.0,1.0,,,,"Cognitive Friction, Functional Gap",,
178,phase3_sample,sigstore/rekor,1812,,,,,,,,,L1_Theme Secondary,1.0,1.0,,,,,,
179,phase3_sample,sigstore/rekor,1899,,,,,,,,,L1_Theme Secondary,0.0,1.0,,,,"Cognitive Friction, Functional Gap",,
180,phase3_sample,sigstore/rekor,2062,,,,,,,,,L1_Theme Secondary,0.0,0.0,,,"operational friction, functional reliability",,,
102,phase3_sample,notaryproject/notation,383,,,,,,,,,Nielsen_theme,0.0,1.0,,,,,help and documentation,"6. Recognition rather than recall, 10. Help and documentation"
103,phase3_sample,notaryproject/notation,547,,,,,,,,,Nielsen_theme,0.0,1.0,,,,,"10. help and documentation, visibility of system status","1. Visibility of system status, 4. Consistency and standards, 6. Recognition rather than recall, 8. Aesthetic and minimalist design, 10. Help and documentation"
104,phase3_sample,notaryproject/notation,574,,,,,,,,,Nielsen_theme,0.0,1.0,,,,,flexibility and efficiency of use,"2. Match between system and the real world, 5. Error prevention, 6. Recognition rather than recall, 7. Flexibility and efficiency of use"
105,phase3_sample,notaryproject/notation,655,,,,,,,,,Nielsen_theme,0.0,0.0,,,,,flexibility and efficiency of use,
106,phase3_sample,notaryproject/notation,659,,,,,,,,,Nielsen_theme,0.0,1.0,,,,,"flexibility and efficiency of use, consistency and standards, help and documentations","4. Consistency and standards, 5. Error prevention, 7. Flexibility and efficiency of use"
108,phase3_sample,notaryproject/notation,829,,,,,,,,,Nielsen_theme,0.0,0.0,,,,,9. help users recognize ...errors. 7. flexibility and efficiency of use,"1. Visibility of system status, 6. Recognition rather than recall, 7. Flexibility and efficiency of use, '9. Help users recognize, diagnose, and recover from errors']"
111,phase3_sample,notaryproject/notation,1012,,,,,,,,,Nielsen_theme,0.0,0.0,,,,,help and documentation,
112,phase3_sample,notaryproject/notation,1239,,,,,,,,,Nielsen_theme,0.0,0.0,,,,,"Error prevention, help and documentation","7. Flexibility and efficiency of use, 8. Aesthetic and minimalist design"
171,phase3_sample,sigstore/rekor,872,,,,,,,,,Nielsen_theme,0.0,0.0,,,,,"6, 7",
173,phase3_sample,sigstore/rekor,929,,,,,,,,,Nielsen_theme,0.0,0.0,,,,,10. help & Documentation,"2. Match between system and the real world, 10. Help and documentation"
174,phase3_sample,sigstore/rekor,1026,,,,,,,,,Nielsen_theme,0.0,0.0,,,,,7,
175,phase3_sample,sigstore/rekor,1173,,,,,,,,,Nielsen_theme,0.0,1.0,,,,,7,"7. Flexibility and efficiency of use, 6. Recognition rather than recall"
176,phase3_sample,sigstore/rekor,1324,,,,,,,,,Nielsen_theme,0.0,0.0,,,,,"7,",
177,phase3_sample,sigstore/rekor,1721,,,,,,,,,Nielsen_theme,0.0,1.0,,,,,"10, 7","10. Help and documentation, 2. Match between system and the real world"
178,phase3_sample,sigstore/rekor,1812,,,,,,,,,Nielsen_theme,0.0,0.0,,,,,7,
179,phase3_sample,sigstore/rekor,1899,,,,,,,,,Nielsen_theme,0.0,1.0,,,,,"1, 4, 10","2. Match between system and the real world, 5. Error prevention, '9. Help users recognize, diagnose, and recover from errors', 10. Help and documentation"
180,phase3_sample,sigstore/rekor,2062,,,,,,,,,Nielsen_theme,0.0,0.0,,,,,"5, 7",
