category,month,month_start,count,expected_count
Build/CI,2023-12,2023-12-01,60,51.342854744547324
Build/CI,2024-01,2024-01-01,56,50.01380242920549
Build/CI,2024-02,2024-02-01,53,48.7191537337189
Build/CI,2024-03,2024-03-01,74,47.4580180918958
Build/CI,2024-04,2024-04-01,57,46.229527990587826
Build/CI,2024-05,2024-05-01,35,45.03283837294289
Build/CI,2024-06,2024-06-01,46,43.867126057105395
Build/CI,2024-07,2024-07-01,51,42.731589169963755
Build/CI,2024-08,2024-08-01,36,41.62544659555599
Build/CI,2024-09,2024-09-01,32,40.5479374377537
Build/CI,2024-10,2024-10-01,35,39.4983204968549
Build/CI,2024-11,2024-11-01,38,38.47587375972573
Build/CI,2024-12,2024-12-01,40,37.479893903140244
Build/CI,2025-01,2025-01-01,34,36.50969580997664
Build/CI,2025-02,2025-02-01,36,35.56461209793725
Build/CI,2025-03,2025-03-01,44,34.643992660467845
Build/CI,2025-04,2025-04-01,31,33.74720421956077
Build/CI,2025-05,2025-05-01,24,32.87362989013406
Build/CI,2025-06,2025-06-01,26,32.02266875568694
Build/CI,2025-07,2025-07-01,31,31.193735454939947
Build/CI,2025-08,2025-08-01,22,30.38625977917511
Build/CI,2025-09,2025-09-01,19,29.599686279999343
Build/CI,2025-10,2025-10-01,42,28.833473887261217
Build/CI,2025-11,2025-11-01,3,28.087095536858282
Policy/configuration,2021-11,2021-11-01,53,79.83629242804031
Policy/configuration,2021-12,2021-12-01,70,77.91696327259136
Policy/configuration,2022-01,2022-01-01,64,76.04377634513067
Policy/configuration,2022-02,2022-02-01,80,74.21562234911185
Policy/configuration,2022-03,2022-03-01,79,72.43141865637607
Policy/configuration,2022-04,2022-04-01,63,70.69010866602281
Policy/configuration,2022-05,2022-05-01,67,68.99066117869306
Policy/configuration,2022-06,2022-06-01,63,67.33206978589614
Policy/configuration,2022-07,2022-07-01,62,65.71335227401674
Policy/configuration,2022-08,2022-08-01,60,64.13355004265068
Policy/configuration,2022-09,2022-09-01,68,62.59172753692432
Policy/configuration,2022-10,2022-10-01,48,61.086971693461
Policy/configuration,2022-11,2022-11-01,79,59.618391399667644
Policy/configuration,2022-12,2022-12-01,68,58.18511696601968
Policy/configuration,2023-01,2023-01-01,63,56.78629961103358
Policy/configuration,2023-02,2023-02-01,52,55.42111095862021
Policy/configuration,2023-03,2023-03-01,67,54.08874254752282
Policy/configuration,2023-04,2023-04-01,65,52.788405352548416
Policy/configuration,2023-05,2023-05-01,52,51.51932931730886
Policy/configuration,2023-06,2023-06-01,51,50.28076289819546
Policy/configuration,2023-07,2023-07-01,58,49.07197261931687
Policy/configuration,2023-08,2023-08-01,43,47.892242638136416
Policy/configuration,2023-09,2023-09-01,42,46.74087432155203
Policy/configuration,2023-10,2023-10-01,42,45.61718583216743
Policy/configuration,2023-11,2023-11-01,70,44.520511724509824
Policy/configuration,2023-12,2023-12-01,52,43.450202550954735
Policy/configuration,2024-01,2024-01-01,51,42.40562447712473
Policy/configuration,2024-02,2024-02-01,43,41.38615890653443
Policy/configuration,2024-03,2024-03-01,52,40.39120211425913
Policy/configuration,2024-04,2024-04-01,55,39.42016488941048
Policy/configuration,2024-05,2024-05-01,27,38.47247218620726
Policy/configuration,2024-06,2024-06-01,42,37.547562783434785
Policy/configuration,2024-07,2024-07-01,39,36.64488895209106
Policy/configuration,2024-08,2024-08-01,23,35.7639161310231
Policy/configuration,2024-09,2024-09-01,30,34.904122610361114
Policy/configuration,2024-10,2024-10-01,29,34.06499922256333
Policy/configuration,2024-11,2024-11-01,26,33.246049040888195
Policy/configuration,2024-12,2024-12-01,27,32.446787085115666
Policy/configuration,2025-01,2025-01-01,32,31.666740034343114
Policy/configuration,2025-02,2025-02-01,28,30.905445946685916
Policy/configuration,2025-03,2025-03-01,36,30.16245398571665
Policy/configuration,2025-04,2025-04-01,27,29.437324153480834
Policy/configuration,2025-05,2025-05-01,29,28.72962702993137
Policy/configuration,2025-06,2025-06-01,20,28.038943518626986
Policy/configuration,2025-07,2025-07-01,34,27.36486459854444
Policy/configuration,2025-08,2025-08-01,24,26.70699108185727
Policy/configuration,2025-09,2025-09-01,18,26.064933377537812
Policy/configuration,2025-10,2025-10-01,36,25.438311260642365
Policy/configuration,2025-11,2025-11-01,4,24.826753647142908
Web Client,2021-11,2021-11-01,53,75.97057850188521
Web Client,2021-12,2021-12-01,65,74.17550051716096
Web Client,2022-01,2022-01-01,53,72.4228377020297
Web Client,2022-02,2022-02-01,80,70.71158784565345
Web Client,2022-03,2022-03-01,64,69.0407724180273
Web Client,2022-04,2022-04-01,54,67.4094360104352
Web Client,2022-05,2022-05-01,63,65.81664578912593
Web Client,2022-06,2022-06-01,63,64.26149096189862
Web Client,2022-07,2022-07-01,64,62.743082257292016
Web Client,2022-08,2022-08-01,65,61.26055141607935
Web Client,2022-09,2022-09-01,67,59.81305069477914
Web Client,2022-10,2022-10-01,53,58.39975238089662
Web Client,2022-11,2022-11-01,74,57.01984831961982
Web Client,2022-12,2022-12-01,65,55.672549451699176
Web Client,2023-01,2023-01-01,57,54.35708536224592
Web Client,2023-02,2023-02-01,44,53.072703840192275
Web Client,2023-03,2023-03-01,65,51.81867044816068
Web Client,2023-04,2023-04-01,57,50.59426810249645
Web Client,2023-05,2023-05-01,50,49.39879666322373
Web Client,2023-06,2023-06-01,51,48.231572533690176
Web Client,2023-07,2023-07-01,56,47.09192826967142
Web Client,2023-08,2023-08-01,41,45.979212197711995
Web Client,2023-09,2023-09-01,46,44.89278804248417
Web Client,2023-10,2023-10-01,37,43.83203456295186
Web Client,2023-11,2023-11-01,59,42.79634519713142
Web Client,2023-12,2023-12-01,56,41.785127715246325
Web Client,2024-01,2024-01-01,50,40.79780388107715
Web Client,2024-02,2024-02-01,50,39.83380912131362
Web Client,2024-03,2024-03-01,54,38.8925922027192
Web Client,2024-04,2024-04-01,57,37.97361491692391
Web Client,2024-05,2024-05-01,32,37.076351772665035
Web Client,2024-06,2024-06-01,37,36.20028969529974
Web Client,2024-07,2024-07-01,39,35.344927733417855
Web Client,2024-08,2024-08-01,29,34.509776772386864
Web Client,2024-09,2024-09-01,23,33.69435925466553
Web Client,2024-10,2024-10-01,26,32.89820890672603
Web Client,2024-11,2024-11-01,23,32.120870472428614
Web Client,2024-12,2024-12-01,27,31.3618994526962
Web Client,2025-01,2025-01-01,29,30.620861851340106
Web Client,2025-02,2025-02-01,35,29.89733392689156
Web Client,2025-03,2025-03-01,33,29.19090195029708
Web Client,2025-04,2025-04-01,26,28.501161968339147
Web Client,2025-05,2025-05-01,28,27.827719572647013
Web Client,2025-06,2025-06-01,23,27.17018967416532
Web Client,2025-07,2025-07-01,26,26.52819628295181
Web Client,2025-08,2025-08-01,20,25.90137229317806
Web Client,2025-09,2025-09-01,16,25.289359273210373
Web Client,2025-10,2025-10-01,32,24.691807260650712
Web Client,2025-11,2025-11-01,2,24.108374562220625
Documentation/Help,2021-11,2021-11-01,44,68.66936452088362
Documentation/Help,2021-12,2021-12-01,61,67.02116676767648
Documentation/Help,2022-01,2022-01-01,49,65.41252895291686
Documentation/Help,2022-02,2022-02-01,65,63.84250156145896
Documentation/Help,2022-03,2022-03-01,61,62.31015786835955
Documentation/Help,2022-04,2022-04-01,50,60.814593391869025
Documentation/Help,2022-05,2022-05-01,53,59.35492535955157
Documentation/Help,2022-06,2022-06-01,53,57.93029218721984
Documentation/Help,2022-07,2022-07-01,62,56.5398529703756
Documentation/Help,2022-08,2022-08-01,63,55.18278698785737
Documentation/Help,2022-09,2022-09-01,56,53.85829321740119
Documentation/Help,2022-10,2022-10-01,43,52.56558986282892
Documentation/Help,2022-11,2022-11-01,68,51.30391389258495
Documentation/Help,2022-12,2022-12-01,61,50.072520589348905
Documentation/Help,2023-01,2023-01-01,56,48.87068311045852
Documentation/Help,2023-02,2023-02-01,46,47.69769205888324
Documentation/Help,2023-03,2023-03-01,62,46.55285506449531
Documentation/Help,2023-04,2023-04-01,55,45.435496375391025
Documentation/Help,2023-05,2023-05-01,41,44.34495645902124
Documentation/Help,2023-06,2023-06-01,47,43.280591612895435
Documentation/Help,2023-07,2023-07-01,45,42.24177358462963
Documentation/Help,2023-08,2023-08-01,36,41.2278892011139
Documentation/Help,2023-09,2023-09-01,43,40.23834000658068
Documentation/Help,2023-10,2023-10-01,33,39.272541909359866
Documentation/Help,2023-11,2023-11-01,63,38.32992483711283
Documentation/Help,2023-12,2023-12-01,41,37.409932400341184
Documentation/Help,2024-01,2024-01-01,37,36.5120215639722
Documentation/Help,2024-02,2024-02-01,39,35.635662326826655
Documentation/Help,2024-03,2024-03-01,51,34.78033740878024
Documentation/Help,2024-04,2024-04-01,51,33.94554194543349
Documentation/Help,2024-05,2024-05-01,28,33.13078319011041
Documentation/Help,2024-06,2024-06-01,34,32.33558022300961
Documentation/Help,2024-07,2024-07-01,37,31.55946366733642
Documentation/Help,2024-08,2024-08-01,28,30.801975412248414
Documentation/Help,2024-09,2024-09-01,24,30.062668342450642
Documentation/Help,2024-10,2024-10-01,25,29.341106074281264
Documentation/Help,2024-11,2024-11-01,22,28.636862698131544
Documentation/Help,2024-12,2024-12-01,27,27.9495225270483
Documentation/Help,2025-01,2025-01-01,25,27.278679851370345
Documentation/Help,2025-02,2025-02-01,28,26.62393869925422
Documentation/Help,2025-03,2025-03-01,33,25.984912602947617
Documentation/Help,2025-04,2025-04-01,22,25.361224370672836
Documentation/Help,2025-05,2025-05-01,19,24.752505863985434
Documentation/Help,2025-06,2025-06-01,20,24.158397780476662
Documentation/Help,2025-07,2025-07-01,24,23.578549441691507
Documentation/Help,2025-08,2025-08-01,19,23.012618586137123
Documentation/Help,2025-09,2025-09-01,9,22.460271167259393
Documentation/Help,2025-10,2025-10-01,30,21.921181156268506
Documentation/Help,2025-11,2025-11-01,2,21.395030349697105
Notification/Logging,2021-11,2021-11-01,34,60.47758846378133
Notification/Logging,2021-12,2021-12-01,45,58.9720188477127
Notification/Logging,2022-01,2022-01-01,53,57.503929890618906
Notification/Logging,2022-02,2022-02-01,61,56.07238852385781
Notification/Logging,2022-03,2022-03-01,51,54.67648490722351
Notification/Logging,2022-04,2022-04-01,48,53.315331850681766
Notification/Logging,2022-05,2022-05-01,54,51.98806425050169
Notification/Logging,2022-06,2022-06-01,54,50.693838539424384
Notification/Logging,2022-07,2022-07-01,49,49.43183215051962
Notification/Logging,2022-08,2022-08-01,53,48.20124299438956
Notification/Logging,2022-09,2022-09-01,58,47.00128894938736
Notification/Logging,2022-10,2022-10-01,39,45.831207364526584
Notification/Logging,2022-11,2022-11-01,55,44.69025457476555
Notification/Logging,2022-12,2022-12-01,42,43.57770542835848
Notification/Logging,2023-01,2023-01-01,47,42.4928528259731
Notification/Logging,2023-02,2023-02-01,29,41.43500727128181
Notification/Logging,2023-03,2023-03-01,54,40.40349643274063
Notification/Logging,2023-04,2023-04-01,55,39.39766471627757
Notification/Logging,2023-05,2023-05-01,33,38.41687284861888
Notification/Logging,2023-06,2023-06-01,48,37.46049747098803
Notification/Logging,2023-07,2023-07-01,40,36.52793074291965
Notification/Logging,2023-08,2023-08-01,25,35.61857995593624
Notification/Logging,2023-09,2023-09-01,34,34.73186715684235
Notification/Logging,2023-10,2023-10-01,32,33.86722878039669
Notification/Logging,2023-11,2023-11-01,49,33.02411529112874
Notification/Logging,2023-12,2023-12-01,42,32.20199083407228
Notification/Logging,2024-01,2024-01-01,39,31.400332894193706
Notification/Logging,2024-02,2024-02-01,36,30.618631964298824
Notification/Logging,2024-03,2024-03-01,40,29.85639122120698
Notification/Logging,2024-04,2024-04-01,37,29.11312620998672
Notification/Logging,2024-05,2024-05-01,25,28.388364536052308
Notification/Logging,2024-06,2024-06-01,28,27.6816455649254
Notification/Logging,2024-07,2024-07-01,28,26.992520129471053
Notification/Logging,2024-08,2024-08-01,20,26.320550244421987
Notification/Logging,2024-09,2024-09-01,20,25.665308828009675
Notification/Logging,2024-10,2024-10-01,17,25.02637943052535
Notification/Logging,2024-11,2024-11-01,20,24.403355969638373
Notification/Logging,2024-12,2024-12-01,25,23.79584247230378
Notification/Logging,2025-01,2025-01-01,20,23.203452823094946
Notification/Logging,2025-02,2025-02-01,29,22.625810518801437
Notification/Logging,2025-03,2025-03-01,27,22.062548429136047
Notification/Logging,2025-04,2025-04-01,21,21.513308563398972
Notification/Logging,2025-05,2025-05-01,18,20.97774184295079
Notification/Logging,2025-06,2025-06-01,14,20.45550787934967
Notification/Logging,2025-07,2025-07-01,22,19.94627475801176
Notification/Logging,2025-08,2025-08-01,13,19.44971882725729
Notification/Logging,2025-09,2025-09-01,16,18.9655244926083
Notification/Logging,2025-10,2025-10-01,23,18.493384016207255
Notification/Logging,2025-11,2025-11-01,1,18.032997321229068
Authentication/Authorization tools,2021-11,2021-11-01,32,54.2357957266802
Authentication/Authorization tools,2021-12,2021-12-01,48,53.09240229266099
Authentication/Authorization tools,2022-01,2022-01-01,31,51.973113760716885
Authentication/Authorization tools,2022-02,2022-02-01,62,50.87742195379639
Authentication/Authorization tools,2022-03,2022-03-01,49,49.80482940818394
Authentication/Authorization tools,2022-04,2022-04-01,47,48.754849147642645
Authentication/Authorization tools,2022-05,2022-05-01,50,47.727004462318156
Authentication/Authorization tools,2022-06,2022-06-01,44,46.72082869230405
Authentication/Authorization tools,2022-07,2022-07-01,46,45.735865015769704
Authentication/Authorization tools,2022-08,2022-08-01,42,44.77166624155506
Authentication/Authorization tools,2022-09,2022-09-01,50,43.827794606137886
Authentication/Authorization tools,2022-10,2022-10-01,31,42.90382157488115
Authentication/Authorization tools,2022-11,2022-11-01,42,41.9993276474708
Authentication/Authorization tools,2022-12,2022-12-01,47,41.11390216745489
Authentication/Authorization tools,2023-01,2023-01-01,46,40.24714313579841
Authentication/Authorization tools,2023-02,2023-02-01,37,39.39865702836834
Authentication/Authorization tools,2023-03,2023-03-01,50,38.56805861726673
Authentication/Authorization tools,2023-04,2023-04-01,43,37.75497079593036
Authentication/Authorization tools,2023-05,2023-05-01,44,36.9590244079175
Authentication/Authorization tools,2023-06,2023-06-01,42,36.17985807930438
Authentication/Authorization tools,2023-07,2023-07-01,42,35.417118054614846
Authentication/Authorization tools,2023-08,2023-08-01,32,34.67045803620917
Authentication/Authorization tools,2023-09,2023-09-01,33,33.93953902705856
Authentication/Authorization tools,2023-10,2023-10-01,30,33.22402917683452
Authentication/Authorization tools,2023-11,2023-11-01,43,32.523603631242906
Authentication/Authorization tools,2023-12,2023-12-01,41,31.837944384534122
Authentication/Authorization tools,2024-01,2024-01-01,42,31.166740135122932
Authentication/Authorization tools,2024-02,2024-02-01,28,30.509686144251862
Authentication/Authorization tools,2024-03,2024-03-01,53,29.866484097634455
Authentication/Authorization tools,2024-04,2024-04-01,46,29.236841970015124
Authentication/Authorization tools,2024-05,2024-05-01,21,28.620473892584513
Authentication/Authorization tools,2024-06,2024-06-01,25,28.017100023189965
Authentication/Authorization tools,2024-07,2024-07-01,32,27.42644641928208
Authentication/Authorization tools,2024-08,2024-08-01,22,26.848244913539993
Authentication/Authorization tools,2024-09,2024-09-01,19,26.282232992118498
Authentication/Authorization tools,2024-10,2024-10-01,24,25.728153675462167
Authentication/Authorization tools,2024-11,2024-11-01,20,25.185755401631933
Authentication/Authorization tools,2024-12,2024-12-01,22,24.654791912091497
Authentication/Authorization tools,2025-01,2025-01-01,21,24.135022139901583
Authentication/Authorization tools,2025-02,2025-02-01,26,23.626210100271138
Authentication/Authorization tools,2025-03,2025-03-01,25,23.128124783416105
Authentication/Authorization tools,2025-04,2025-04-01,22,22.640540049676748
Authentication/Authorization tools,2025-05,2025-05-01,15,22.163234526846285
Authentication/Authorization tools,2025-06,2025-06-01,20,21.69599150966386
Authentication/Authorization tools,2025-07,2025-07-01,27,21.2385988614265
Authentication/Authorization tools,2025-08,2025-08-01,12,20.790848917675294
Authentication/Authorization tools,2025-09,2025-09-01,15,20.352538391911928
Authentication/Authorization tools,2025-10,2025-10-01,23,19.92346828330304
Authentication/Authorization tools,2025-11,2025-11-01,3,19.503443786330227
Verification workflow,2021-11,2021-11-01,27,40.171356531815626
Verification workflow,2021-12,2021-12-01,36,39.01905759925025
Verification workflow,2022-01,2022-01-01,33,37.89981189029062
Verification workflow,2022-02,2022-02-01,39,36.81267128673589
Verification workflow,2022-03,2022-03-01,41,35.7567148667681
Verification workflow,2022-04,2022-04-01,30,34.73104812483499
Verification workflow,2022-05,2022-05-01,37,33.734802213910186
Verification workflow,2022-06,2022-06-01,30,32.76713320948896
Verification workflow,2022-07,2022-07-01,29,31.82722139469581
Verification workflow,2022-08,2022-08-01,33,30.914270565898587
Verification workflow,2022-09,2022-09-01,28,30.0275073582407
Verification workflow,2022-10,2022-10-01,21,29.166180590520124
Verification workflow,2022-11,2022-11-01,36,28.329560628860435
Verification workflow,2022-12,2022-12-01,30,27.51693876863455
Verification workflow,2023-01,2023-01-01,28,26.727626634117712
Verification workflow,2023-02,2023-02-01,20,25.96095559536135
Verification workflow,2023-03,2023-03-01,40,25.216276201793463
Verification workflow,2023-04,2023-04-01,44,24.492957632066116
Verification workflow,2023-05,2023-05-01,28,23.790387159683746
Verification workflow,2023-06,2023-06-01,23,23.10796963395969
Verification workflow,2023-07,2023-07-01,22,22.44512697586135
Verification workflow,2023-08,2023-08-01,15,21.80129768831675
Verification workflow,2023-09,2023-09-01,23,21.17593638056776
Verification workflow,2023-10,2023-10-01,15,20.568513306167098
Verification workflow,2023-11,2023-11-01,27,19.978513914227683
Verification workflow,2023-12,2023-12-01,24,19.40543841354415
Verification workflow,2024-01,2024-01-01,13,18.848801349217485
Verification workflow,2024-02,2024-02-01,15,18.308131191423875
Verification workflow,2024-03,2024-03-01,29,17.782969935979686
Verification workflow,2024-04,2024-04-01,19,17.27287271636396
Verification workflow,2024-05,2024-05-01,10,16.777407426869935
Verification workflow,2024-06,2024-06-01,20,16.29615435656634
Verification workflow,2024-07,2024-07-01,18,15.828705833758317
Verification workflow,2024-08,2024-08-01,12,15.374665880646816
Verification workflow,2024-09,2024-09-01,12,14.933649877894025
Verification workflow,2024-10,2024-10-01,11,14.505284238810532
Verification workflow,2024-11,2024-11-01,16,14.089206092888302
Verification workflow,2024-12,2024-12-01,16,13.685062978411437
Verification workflow,2025-01,2025-01-01,10,13.292512543884186
Verification workflow,2025-02,2025-02-01,10,12.911222258023448
Verification workflow,2025-03,2025-03-01,18,12.540869128069984
Verification workflow,2025-04,2025-04-01,11,12.181139426179731
Verification workflow,2025-05,2025-05-01,7,11.831728423663545
Verification workflow,2025-06,2025-06-01,9,11.492340132850094
Verification workflow,2025-07,2025-07-01,8,11.162687056353331
Verification workflow,2025-08,2025-08-01,7,10.842489943532165
Verification workflow,2025-09,2025-09-01,7,10.531477553935916
Verification workflow,2025-10,2025-10-01,25,10.22938642753531
Verification workflow,2025-11,2025-11-01,2,9.935960661544263
Signing workflow,2021-11,2021-11-01,28,39.88655621780959
Signing workflow,2021-12,2021-12-01,52,38.711227144092135
Signing workflow,2022-01,2022-01-01,27,37.57053125414671
Signing workflow,2022-02,2022-02-01,38,36.46344801896151
Signing workflow,2022-03,2022-03-01,43,35.388986981246376
Signing workflow,2022-04,2022-04-01,27,34.34618686931554
Signing workflow,2022-05,2022-05-01,33,33.33411473708128
Signing workflow,2022-06,2022-06-01,34,32.35186512938936
Signing workflow,2022-07,2022-07-01,35,31.39855927194912
Signing workflow,2022-08,2022-08-01,25,30.473344285133965
Signing workflow,2022-09,2022-09-01,24,29.575392420948507
Signing workflow,2022-10,2022-10-01,21,28.70390032247993
Signing workflow,2022-11,2022-11-01,33,27.858088305170824
Signing workflow,2022-12,2022-12-01,23,27.037199659270733
Signing workflow,2023-01,2023-01-01,30,26.240499972842148
Signing workflow,2023-02,2023-02-01,24,25.46727647471541
Signing workflow,2023-03,2023-03-01,26,24.716837396804525
Signing workflow,2023-04,2023-04-01,32,23.988511355213586
Signing workflow,2023-05,2023-05-01,26,23.28164674958
Signing workflow,2023-06,2023-06-01,28,22.595611180117047
Signing workflow,2023-07,2023-07-01,24,21.92979088183447
Signing workflow,2023-08,2023-08-01,20,21.283590175430646
Signing workflow,2023-09,2023-09-01,21,20.656430934365318
Signing workflow,2023-10,2023-10-01,13,20.047752067635884
Signing workflow,2023-11,2023-11-01,30,19.457009017794675
Signing workflow,2023-12,2023-12-01,14,18.88367327375803
Signing workflow,2024-01,2024-01-01,18,18.32723189797139
Signing workflow,2024-02,2024-02-01,21,17.78718706750719
Signing workflow,2024-03,2024-03-01,26,17.26305562868526
Signing workflow,2024-04,2024-04-01,24,16.75436866481706
Signing workflow,2024-05,2024-05-01,11,16.26067107668716
Signing workflow,2024-06,2024-06-01,14,15.781521175396522
Signing workflow,2024-07,2024-07-01,18,15.316490287203441
Signing workflow,2024-08,2024-08-01,15,14.865162370008534
Signing workflow,2024-09,2024-09-01,11,14.42713364114072
Signing workflow,2024-10,2024-10-01,18,14.002012216111085
Signing workflow,2024-11,2024-11-01,14,13.589417758011578
Signing workflow,2024-12,2024-12-01,13,13.188981137244813
Signing workflow,2025-01,2025-01-01,12,12.800344101280462
Signing workflow,2025-02,2025-02-01,12,12.423158954142961
