sample_id,phase12_subset,repo,issue_number,human_associated_component,llm_associated_component,human_associated_component_semantic,llm_associated_component_semantic,full_agree,partial_agree,code_primary_semantic_agree
63,first_100,hashicorp/vault,23941,"Hash Vault-Web client/UI, Policy","Hashicorp Vault - Web Client, Hashicorp Vault - Key Management Core (secret engine)","cli, policy_configuration, web_client","cli, key_management_or_ca, web_client",0,1,yes
64,first_100,hashicorp/vault,24039,HAsh vault- API,"Vault core, API",api,"api, core",0,1,yes
65,first_100,hashicorp/vault,24255,Hash Vault,"Hashicorp Vault core, API",hash,"api, core",0,0,yes
66,first_100,hashicorp/vault,24269,Hash Vault,Hashicorp Vault core,hash,core,0,0,yes
67,first_100,hashicorp/vault,24604,Hash vault,"Hashicorp Vault core, Hashicorp Vault Helm chart",hash,"core, helm chart",0,0,yes
68,first_100,hashicorp/vault,24617,hash corp vault,"Hashicorp Vault core, Authentication (Kubernetes auth), Storage backend",hash corp,"authentication_authorization, core, key_management_or_ca, storage backend",0,0,yes
69,first_100,hashicorp/vault,24725,hash corp vault,"Hashicorp Vault core, CLI tooling",hash corp,"cli, core",0,0,yes
70,first_100,hashicorp/vault,24853,hash vault - authentication,"hashicorp vault core, Authentication/Authorization","authentication_authorization, key_management_or_ca","authentication_authorization, core, key_management_or_ca",0,1,yes
71,first_100,hashicorp/vault,24956,hash vault - authentication,Hashicorp Vault - Authentication/Authorization,"authentication_authorization, key_management_or_ca","authentication_authorization, key_management_or_ca",1,1,yes
72,first_100,hashicorp/vault,25506,Hash Vault - CLI,Vault CLI,cli,cli,1,1,yes
73,first_100,hashicorp/vault,26164,hash Vault - Authentication/Authorization,"Hashicorp Vault core, Authentication (AppRole), CLI","authentication_authorization, key_management_or_ca","authentication_authorization, cli, core, key_management_or_ca",0,1,yes
74,first_100,hashicorp/vault,26180,Hash Vault - API,"Hashicorp Vault core, API",api,"api, core",0,1,yes
75,first_100,hashicorp/vault,27343,hash Vault- OIDC/Authentication,"Hashicorp Vault core - Authentication (JWT auth method), Hashicorp Vault core - Web UI","authentication_authorization, key_management_or_ca","authentication_authorization, cli, key_management_or_ca, web_client",0,1,no
76,first_100,hashicorp/vault,27344,hash vault,Hashicorp Vault core,hash,core,0,0,yes
77,first_100,hashicorp/vault,27805,"Hash Vault-Authentication, Secretc engine/database",Hashicorp Vault - Key Management Core (secret engine),"authentication_authorization, key_management_or_ca",key_management_or_ca,0,1,yes
78,first_100,hashicorp/vault,27935,"hash vault-notification, packaging",Hashicorp Vault core,"key_management_or_ca, notification_logging, packaging",core,0,0,yes
79,first_100,hashicorp/vault,28073,hash vault-authentication,"Hashicorp Vault core, API","authentication_authorization, key_management_or_ca","api, core",0,0,no
80,first_100,hashicorp/vault,28457,hash Vault,hashicorp vault core,hash,core,0,0,yes
81,first_100,hashicorp/vault,28738,hash vault,"Hashicorp Vault core, Key Management Core / Secrets Backend",hash,"core, key_management_or_ca",0,0,yes
82,first_100,hashicorp/vault,28792,hash vault-API,"hashicorp vault core, API, CLI",api,"api, cli, core",0,1,yes
83,first_100,hashicorp/vault,28993,"hash vault-Auth/OIDC,Policy","Hashicorp Vault - Web Client, Hashicorp Vault - Authentication/Authorization, Hashicorp Vault - Key Management Core (secret engine)","authentication_authorization, policy_configuration","authentication_authorization, cli, key_management_or_ca, web_client",0,1,yes
84,first_100,hashicorp/vault,29033,hash Vault,"Hashicorp Vault core, Notification/Logging",hash,"core, key_management_or_ca, notification_logging",0,0,yes
85,first_100,hashicorp/vault,29099,Hash Vault,"Hashicorp Vault core, CLI tooling, Web Client, Notification/Logging",hash,"cli, core, key_management_or_ca, notification_logging, web_client",0,0,yes
86,first_100,hashicorp/vault,29101,hash vault-Web client/UI,Hashicorp Vault - Web Client,"cli, web_client","cli, web_client",1,1,yes
87,first_100,hashicorp/vault,29179,hash vault-Agent,Vault core,hash agent,core,0,0,yes
88,first_100,hashicorp/vault,29287,Hash vault-authorization,"Hashicorp Vault - Key Management Core (secret engine), Hashicorp Vault - Authentication/Authorization",authentication_authorization,"authentication_authorization, key_management_or_ca",0,1,yes
89,first_100,hashicorp/vault,29362,Hash Vault-API,"Hashicorp Vault - Key Management Core (secret engine), Hashicorp Vault - API",api,"api, key_management_or_ca",0,1,yes
90,first_100,hashicorp/vault,29417,hash Vault-CLi,Vault CLI,cli,cli,1,1,yes
91,first_100,hashicorp/vault,29928,Hash Vault-API,"Hashicorp Vault - Key Management Core (secret engine), Hashicorp Vault - API, Hashicorp Vault - CLI",api,"api, cli, key_management_or_ca",0,1,yes
92,first_100,hashicorp/vault,30362,hash vault-secret enginee,"Hashicorp Vault - Key Management Core (secret engine), API",key_management_or_ca,"api, key_management_or_ca",0,1,yes
93,first_100,hashicorp/vault,30858,Hash Vault- Documentation,Hashicorp Vault core,hash doc,core,0,0,yes
94,first_100,hashicorp/vault,31343,Hash Vault,Vault core,hash,core,0,0,yes
95,first_100,hashicorp/vault,31372,Hash corp Vault,Hashicorp Vault core,hash corp,core,0,0,no
96,first_100,hashicorp/vault,31615,Hash VAult- Telemetry,CLI tooling,hash telemetry,cli,0,0,yes
97,first_100,hashicorp/vault,31621,Hash Vault-sdk framework,"hashicorp vault core, API",hash sdk framework,"api, core",0,0,yes
98,first_100,notaryproject/notation,211,Notation -Authentication,notation CLI,"authentication_authorization, key_management_or_ca",cli,0,0,yes
99,first_100,notaryproject/notation,233,Notation- CLI,"notation core, CLI",cli,"cli, core",0,1,yes
100,first_100,notaryproject/notation,320,notation,"CLI tooling, Key Management Core / Secrets Backend",core,"cli, key_management_or_ca",0,0,yes
101,first_100,notaryproject/notation,379,Notation core,notation CLI core,core,cli,0,0,no
102,last_60,notaryproject/notation,383,"notation - CLI, Documentation",notation CLI,"cli, doc",cli,0,1,yes
103,last_60,notaryproject/notation,547,"notation CLI, documentation",notation CLI,"cli, doc",cli,0,1,yes
104,last_60,notaryproject/notation,574,Notation CLI,notation CLI,cli,cli,1,1,yes
105,last_60,notaryproject/notation,655,Notation CLI,"notation CLI, notation core",cli,"cli, core",0,1,yes
106,last_60,notaryproject/notation,659,Notation CLI,"notation core, Notation CLI",cli,"cli, core",0,1,yes
107,last_60,notaryproject/notation,671,notation-cli,notation core,cli,core,0,0,yes
108,last_60,notaryproject/notation,829,Notation CLI,"notation core, CLI",cli,"cli, core",0,1,yes
109,last_60,notaryproject/notation,851,Notation-core,Core,core,core,1,1,yes
110,last_60,notaryproject/notation,880,Notation-release,notation core,release_pipeline,core,0,0,yes
111,last_60,notaryproject/notation,1012,notation documentation; signing workflow; verification workflow,Core,"doc, key_management_or_ca, signing_workflow, verification_workflow",core,0,0,yes
112,last_60,notaryproject/notation,1239,notation core,notation core,core,core,1,1,yes
113,last_60,openpubkey/openpubkey,4,"Openpubkey Client, OIDC Authentication","openpubkey core, API","authentication_authorization, cli, key_management_or_ca","api, core",0,0,yes
114,last_60,openpubkey/openpubkey,61,openpubkey,openpubkey core,core,core,1,1,yes
115,last_60,openpubkey/openpubkey,100,openpubkey-gitlab integration,Core,gitlab integration,core,0,0,yes
116,last_60,openpubkey/openpubkey,137,openpubkey-Verification,openpubkey core,"key_management_or_ca, verification_workflow",core,0,0,yes
117,last_60,openpubkey/openpubkey,157,Openpubkey-OIDC Authentication,openpubkey core,"authentication_authorization, key_management_or_ca",core,0,0,yes
118,last_60,openpubkey/openpubkey,226,openpubkey-web (chooser),openpubkey core,web_client,core,0,0,yes
119,last_60,openpubkey/openpubkey,254,Openpubkey CLI,"CLI tooling, Core",cli,"cli, core",0,1,yes
120,last_60,sigstore/cosign,1048,cosign CLI,"cosign core, CLI",cli,"cli, core",0,1,yes
121,last_60,sigstore/cosign,1215,cosign-KMS integration,cosign core,key_management_or_ca,core,0,0,yes
122,last_60,sigstore/cosign,1288,cosign,"cosign core, CLI",core,"cli, core",0,1,yes
123,last_60,sigstore/cosign,1321,Cosign-Verification(Verify attestation),"cosign core, CLI tooling","key_management_or_ca, verification_workflow","cli, core",0,0,yes
124,last_60,sigstore/cosign,1323,cosign - notification,cosign core,"key_management_or_ca, notification_logging",core,0,0,yes
125,last_60,sigstore/cosign,1385,cosign,cosign core,core,core,1,1,no
126,last_60,sigstore/cosign,1443,cosign,cosign core,core,core,1,1,yes
127,last_60,sigstore/cosign,1554,cosign-signing workflow,"cosign core, CLI",signing_workflow,"cli, core",0,0,yes
128,last_60,sigstore/cosign,1642,cosign-error handling/notification,cosign core,"key_management_or_ca, notification_logging",core,0,0,yes
129,last_60,sigstore/cosign,1653,cosign-webhook (API),"cosign Kubernetes webhook, cosign policy/ClusterImagePolicy","api, web_client","policy_configuration, web_client",0,1,yes
130,last_60,sigstore/cosign,1655,Cosign-signature storage,"cosign core, cosigned admission controller, ClusterImagePolicy",signing_workflow,"core, policy_configuration, signing_workflow",0,1,yes
131,last_60,sigstore/cosign,1847,Cosign-Signing Workflow,cosign CLI,signing_workflow,cli,0,0,no
132,last_60,sigstore/cosign,1853,cosign,"cosign core, Build/CI",core,"build_ci, core, web_client",0,1,yes
133,last_60,sigstore/cosign,1994,cosign,"cosign core, CLI tooling",core,"cli, core",0,1,yes
134,last_60,sigstore/cosign,2053,cosign-CLI,cosign CLI,cli,cli,1,1,yes
135,last_60,sigstore/cosign,2068,cosign- versioning/release,cosign core,release_pipeline,core,0,0,yes
136,last_60,sigstore/cosign,2097,cosign_signing workflow,"cosign core, CLI",signing_workflow,"cli, core",0,0,yes
137,last_60,sigstore/cosign,2382,cosign - verification,"cosign core, CLI tooling, Verification workflow, Policy/configuration","key_management_or_ca, verification_workflow","cli, core, key_management_or_ca, policy_configuration, verification_workflow",0,1,yes
138,last_60,sigstore/cosign,2419,"cosign- apis, verfifcation workflow","cosign core, Rekor API","api, key_management_or_ca","api, core",0,1,yes
139,last_60,sigstore/cosign,2462,"cosign - verification workflow, CLI",cosign core,"cli, key_management_or_ca, verification_workflow",core,0,0,yes
140,last_60,sigstore/cosign,2516,cosign - verification workflow,"cosign core, CLI","key_management_or_ca, verification_workflow","cli, core",0,0,yes
141,last_60,sigstore/cosign,2518,"Cosign - Releases, API, CLI","cosign core, API, CLI tooling, Build/CI, Notification/Logging","api, cli, release_pipeline","api, build_ci, cli, core, key_management_or_ca, notification_logging, web_client",0,1,yes
142,last_60,sigstore/cosign,2568,cosign,"cosign core, Verification workflow, CLI",core,"cli, core, key_management_or_ca, verification_workflow",0,1,yes
143,last_60,sigstore/cosign,2593,cosign - CLI,cosign core,cli,core,0,0,yes
144,last_60,sigstore/cosign,2832,cosign - CLI,cosign CLI,cli,cli,1,1,yes
145,last_60,sigstore/cosign,2858,cosign,"cosign core, CLI",core,"cli, core",0,1,yes
146,last_60,sigstore/cosign,3025,cosign - key creation,cosign core,key_management_or_ca,core,0,0,yes
147,last_60,sigstore/cosign,3235,cosign - verifcation workflow,cosign CLI,key_management_or_ca,cli,0,0,yes
148,last_60,sigstore/cosign,3260,cosign - verifcation workflow,"cosign core, CLI",key_management_or_ca,"cli, core",0,0,no
149,last_60,sigstore/cosign,3330,cosign - release/installation,"cosign core, installation/distribution, documentation","build_ci, release_pipeline","build_ci, core, doc, release_pipeline",0,1,yes
150,last_60,sigstore/cosign,3340,"cosign- signing workflow, OIDC authentication, CI/CD.",cosign core,"authentication_authorization, build_ci, key_management_or_ca, signing_workflow",core,0,0,yes
151,last_60,sigstore/cosign,3343,"Cosign - Signing workflow, CI/CD","cosign core, Build/CI","build_ci, signing_workflow","build_ci, core, web_client",0,1,yes
152,last_60,sigstore/cosign,3368,"Cosign - relase/installation, Verification workflow","cosign core, CLI","build_ci, key_management_or_ca, verification_workflow","cli, core",0,0,yes
153,last_60,sigstore/cosign,3465,cosign,"cosign core, Fulcio",core,core,1,1,yes
154,last_60,sigstore/cosign,3671,cosign - verififcation workflow,"sigstore cosign core, Documentation",key_management_or_ca,"core, doc",0,0,yes
155,last_60,sigstore/cosign,3976,cosign - verififcation workflow,"cosign core, CLI",key_management_or_ca,"cli, core",0,0,yes
156,last_60,sigstore/cosign,4012,cosign - Authentication (OIDC),cosign core,"authentication_authorization, key_management_or_ca",core,0,0,yes
157,last_60,sigstore/cosign,4076,cosign,"CLI tooling, Core",core,"cli, core",0,1,yes
158,last_60,sigstore/cosign,4098,"cosign - Private installation, verification workflow","cosign core, CLI tooling, Verification workflow","build_ci, key_management_or_ca, verification_workflow","cli, core, key_management_or_ca, verification_workflow",0,1,yes
159,last_60,sigstore/cosign,4204,cosign - CLI,cosign CLI - tree subcommand,cli,cli,1,1,yes
160,last_60,sigstore/fulcio,238,Fulcio,sigstore fulcio core,key_management_or_ca,core,0,0,yes
